,Numero_expedient,Nom_districte,Nom_barri,Codi_carrer,Dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Numero_morts,Numero_lesionats_lleus,Numero_lesionats_greus,Numero_victimes,Numero_vehicles_implicats,Type_day,Date
3971,2019S003986    ,Eixample,la Dreta de l'Eixample,74506,Dj,2019,5,Maig,23,14,Tarda,0,1,0,1,2,Weekday,23/5/2019
3972,2019S003987    ,Eixample,l'Antiga Esquerra de l'Eixample,32700,Dj,2019,5,Maig,23,18,Tarda,0,1,0,1,2,Weekday,23/5/2019
3973,2019S003988    ,Sant Andreu,el Bon Pastor,295709,Dj,2019,5,Maig,23,18,Tarda,0,5,0,5,2,Weekday,23/5/2019
3974,2019S003989    ,Les Corts,Pedralbes,193108,Dc,2019,5,Maig,22,14,Tarda,0,1,0,1,2,Weekday,22/5/2019
3975,2019S003990    ,Sant Martí,el Parc i la Llacuna del Poblenou,11200,Dj,2019,5,Maig,23,18,Tarda,0,1,0,1,2,Weekday,23/5/2019
3976,2019S003991    ,Sant Martí,el Clot,169409,Dj,2019,5,Maig,23,21,Tarda,0,1,0,1,2,Weekday,23/5/2019
3977,2019S003992    ,Ciutat Vella,la Barceloneta,141909,Dj,2019,5,Maig,23,19,Tarda,0,1,0,1,1,Weekday,23/5/2019
3978,2019S003993    ,Les Corts,les Corts,343903,Dj,2019,5,Maig,23,18,Tarda,0,1,0,1,2,Weekday,23/5/2019
3979,2019S003994    ,Ciutat Vella,el Raval,34308,Dj,2019,5,Maig,23,18,Tarda,0,1,0,1,2,Weekday,23/5/2019
3980,2019S003995    ,Eixample,Sant Antoni,87009,Dj,2019,5,Maig,23,22,Nit,0,2,0,2,2,Weekday,23/5/2019
3981,2019S003996    ,Sant Martí,el Besòs i el Maresme,41100,Dj,2019,5,Maig,23,21,Tarda,0,1,0,1,2,Weekday,23/5/2019
3982,2019S003997    ,Les Corts,Pedralbes,144601,Dj,2019,5,Maig,23,19,Tarda,0,1,0,1,2,Weekday,23/5/2019
3983,2019S003998    ,Eixample,la Dreta de l'Eixample,71600,Dv,2019,5,Maig,24,0,Nit,0,1,0,1,2,Weekday,24/5/2019
3984,2019S003999    ,Ciutat Vella,la Barceloneta,207009,Dj,2019,5,Maig,23,17,Tarda,0,1,0,1,2,Weekday,23/5/2019
3985,2019S004000    ,Sants-Montjuïc,la Bordeta,169409,Dj,2019,5,Maig,23,23,Nit,0,3,0,3,3,Weekday,23/5/2019
3986,2019S004001    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,344101,Dv,2019,5,Maig,24,3,Nit,0,2,0,2,2,Weekday,24/5/2019
3987,2019S004002    ,Eixample,la Dreta de l'Eixample,148307,Dv,2019,5,Maig,24,8,Matí,0,1,0,1,2,Weekday,24/5/2019
3988,2019S004003    ,Eixample,la Nova Esquerra de l'Eixample,169409,Dv,2019,5,Maig,24,8,Matí,0,1,0,1,2,Weekday,24/5/2019
3989,2019S004004    ,Sants-Montjuïc,el Poble-sec,114000,Dv,2019,5,Maig,24,8,Matí,0,2,0,2,1,Weekday,24/5/2019
3990,2019S004005    ,Horta-Guinardó,el Carmel,67103,Dv,2019,5,Maig,24,8,Matí,0,1,0,1,2,Weekday,24/5/2019
3991,2019S004006    ,Sant Andreu,la Sagrera,209900,Dv,2019,5,Maig,24,9,Matí,0,1,0,1,2,Weekday,24/5/2019
3992,2019S004007    ,Nou Barris,Vilapicina i la Torre Llobeta,119003,Dv,2019,5,Maig,24,10,Matí,0,1,0,1,2,Weekday,24/5/2019
3993,2019S004008    ,Ciutat Vella,el Raval,34308,Dv,2019,5,Maig,24,10,Matí,0,1,0,1,2,Weekday,24/5/2019
3994,2019S004009    ,Eixample,la Sagrada Família,18505,Dv,2019,5,Maig,24,11,Matí,0,2,0,2,1,Weekday,24/5/2019
3995,2019S004010    ,Eixample,la Dreta de l'Eixample,144601,Dv,2019,5,Maig,24,11,Matí,0,1,0,1,2,Weekday,24/5/2019
3996,2019S004011    ,Sants-Montjuïc,la Marina del Prat Vermell,701265,Dv,2019,5,Maig,24,11,Matí,0,1,0,1,2,Weekday,24/5/2019
3997,2019S004012    ,Horta-Guinardó,Montbau,701267,Dv,2019,5,Maig,24,11,Matí,0,1,0,1,2,Weekday,24/5/2019
3998,2019S004013    ,Nou Barris,Porta,190100,Dj,2019,5,Maig,23,15,Tarda,0,0,1,1,1,Weekday,23/5/2019
3999,2019S004014    ,Eixample,la Dreta de l'Eixample,169409,Dv,2019,5,Maig,24,14,Tarda,0,1,0,1,2,Weekday,24/5/2019
4000,2019S004015    ,Eixample,l'Antiga Esquerra de l'Eixample,245802,Dv,2019,5,Maig,24,14,Tarda,0,1,0,1,1,Weekday,24/5/2019
4001,2019S004016    ,Eixample,el Fort Pienc,169409,Dv,2019,5,Maig,24,15,Tarda,0,1,0,1,1,Weekday,24/5/2019
4002,2019S004017    ,Eixample,l'Antiga Esquerra de l'Eixample,144601,Dv,2019,5,Maig,24,15,Tarda,0,1,0,1,2,Weekday,24/5/2019
4003,2019S004018    ,Sant Martí,Provençals del Poblenou,253902,Dv,2019,5,Maig,24,15,Tarda,0,1,0,1,2,Weekday,24/5/2019
4004,2019S004019    ,Les Corts,la Maternitat i Sant Ramon,66508,Dv,2019,5,Maig,24,15,Tarda,0,2,0,2,1,Weekday,24/5/2019
4005,2019S004020    ,Eixample,la Dreta de l'Eixample,144601,Dv,2019,5,Maig,24,16,Tarda,0,1,0,1,1,Weekday,24/5/2019
4006,2019S004021    ,Horta-Guinardó,Montbau,701267,Dv,2019,5,Maig,24,9,Matí,0,1,0,1,2,Weekday,24/5/2019
4007,2019S004022    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,191703,Dv,2019,5,Maig,24,16,Tarda,0,2,0,2,2,Weekday,24/5/2019
4008,2019S004023    ,Les Corts,les Corts,701433,Dv,2019,5,Maig,24,17,Tarda,0,1,0,1,2,Weekday,24/5/2019
4009,2019S004024    ,Sant Andreu,el Bon Pastor,151957,Dv,2019,5,Maig,24,16,Tarda,0,1,0,1,2,Weekday,24/5/2019
4010,2019S004025    ,Les Corts,la Maternitat i Sant Ramon,187207,Dv,2019,5,Maig,24,17,Tarda,0,1,0,1,2,Weekday,24/5/2019
4011,2019S004026    ,Nou Barris,la Guineueta,351901,Dv,2019,5,Maig,24,19,Tarda,0,2,0,2,2,Weekday,24/5/2019
4012,2019S004027    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,700892,Dv,2019,5,Maig,24,20,Tarda,0,1,0,1,2,Weekday,24/5/2019
4013,2019S004028    ,Eixample,la Dreta de l'Eixample,349309,Dv,2019,5,Maig,24,19,Tarda,0,1,0,1,2,Weekday,24/5/2019
4014,2019S004029    ,Eixample,la Dreta de l'Eixample,100800,Dv,2019,5,Maig,24,17,Tarda,0,2,0,2,3,Weekday,24/5/2019
4015,2019S004030    ,Eixample,l'Antiga Esquerra de l'Eixample,169409,Dv,2019,5,Maig,24,16,Tarda,0,1,0,1,2,Weekday,24/5/2019
4016,2019S004031    ,Sant Martí,el Clot,81603,Dv,2019,5,Maig,24,17,Tarda,0,0,0,0,2,Weekday,24/5/2019
4017,2019S004032    ,Sants-Montjuïc,Hostafrancs,94809,Dv,2019,5,Maig,24,21,Tarda,0,1,0,1,2,Weekday,24/5/2019
4018,2019S004033    ,Eixample,l'Antiga Esquerra de l'Eixample,289105,Dv,2019,5,Maig,24,19,Tarda,0,1,0,1,1,Weekday,24/5/2019
4019,2019S004034    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,701265,Dv,2019,5,Maig,24,18,Tarda,0,1,0,1,2,Weekday,24/5/2019
4020,2019S004035    ,Sant Martí,el Besòs i el Maresme,41100,Dv,2019,5,Maig,24,19,Tarda,0,1,0,1,2,Weekday,24/5/2019
4021,2019S004036    ,Eixample,la Dreta de l'Eixample,335100,Dv,2019,5,Maig,24,23,Nit,0,2,0,2,1,Weekday,24/5/2019
4022,2019S004037    ,Eixample,el Fort Pienc,238400,Dv,2019,5,Maig,24,21,Tarda,0,1,0,1,2,Weekday,24/5/2019
4023,2019S004038    ,Gràcia,la Vila de Gràcia,148307,Dv,2019,5,Maig,24,23,Nit,0,1,0,1,2,Weekday,24/5/2019
4024,2019S004039    ,Sants-Montjuïc,la Bordeta,169409,Dv,2019,5,Maig,24,23,Nit,0,1,0,1,3,Weekday,24/5/2019
4025,2019S004040    ,Sant Andreu,el Bon Pastor,151957,Dv,2019,5,Maig,24,22,Nit,0,1,0,1,2,Weekday,24/5/2019
4026,2019S004041    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",132952,Ds,2019,5,Maig,25,2,Nit,0,0,0,0,1,Weekend/Holiday,25/5/2019
4027,2019S004042    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,143904,Ds,2019,5,Maig,25,4,Nit,0,2,0,2,1,Weekend/Holiday,25/5/2019
4028,2019S004043    ,Sant Martí,el Clot,113506,Ds,2019,5,Maig,25,5,Nit,0,1,0,1,1,Weekend/Holiday,25/5/2019
4029,2019S004044    ,Sant Martí,el Poblenou,701265,Ds,2019,5,Maig,25,6,Matí,0,1,0,1,2,Weekend/Holiday,25/5/2019
4030,2019S004045    ,Eixample,la Dreta de l'Eixample,268003,Ds,2019,5,Maig,25,9,Matí,0,1,0,1,1,Weekend/Holiday,25/5/2019
4031,2019S004046    ,Nou Barris,Vilapicina i la Torre Llobeta,45701,Ds,2019,5,Maig,25,7,Matí,0,1,0,1,2,Weekend/Holiday,25/5/2019
4032,2019S004047    ,Sant Martí,el Poblenou,701265,Ds,2019,5,Maig,25,8,Matí,0,0,0,0,1,Weekend/Holiday,25/5/2019
4033,2019S004048    ,Eixample,l'Antiga Esquerra de l'Eixample,289105,Ds,2019,5,Maig,25,11,Matí,0,1,0,1,2,Weekend/Holiday,25/5/2019
4034,2019S004049    ,Sarrià-Sant Gervasi,Sarrià,44709,Ds,2019,5,Maig,25,11,Matí,0,1,0,1,2,Weekend/Holiday,25/5/2019
4035,2019S004050    ,Eixample,el Fort Pienc,286504,Ds,2019,5,Maig,25,12,Matí,0,1,0,1,2,Weekend/Holiday,25/5/2019
4036,2019S004051    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,214106,Ds,2019,5,Maig,25,14,Tarda,0,2,0,2,2,Weekend/Holiday,25/5/2019
4037,2019S004052    ,Nou Barris,la Trinitat Nova,209900,Ds,2019,5,Maig,25,13,Matí,0,2,0,2,2,Weekend/Holiday,25/5/2019
4038,2019S004053    ,Horta-Guinardó,Horta,701268,Ds,2019,5,Maig,25,13,Matí,0,1,1,2,3,Weekend/Holiday,25/5/2019
4039,2019S004054    ,Eixample,la Dreta de l'Eixample,18505,Ds,2019,5,Maig,25,14,Tarda,0,1,0,1,1,Weekend/Holiday,25/5/2019
4040,2019S004055    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,32700,Ds,2019,5,Maig,25,13,Matí,0,1,0,1,2,Weekend/Holiday,25/5/2019
4041,2019S004056    ,Eixample,la Dreta de l'Eixample,148307,Ds,2019,5,Maig,25,12,Matí,0,1,0,1,2,Weekend/Holiday,25/5/2019
4042,2019S004057    ,Sants-Montjuïc,Hostafrancs,331507,Dv,2019,5,Maig,24,14,Tarda,0,1,0,1,1,Weekday,24/5/2019
4043,2019S004058    ,Sant Martí,Provençals del Poblenou,143609,Ds,2019,5,Maig,25,16,Tarda,0,1,0,1,1,Weekend/Holiday,25/5/2019
4044,2019S004059    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,139805,Ds,2019,5,Maig,25,18,Tarda,0,1,0,1,2,Weekend/Holiday,25/5/2019
4045,2019S004060    ,Eixample,la Sagrada Família,68900,Ds,2019,5,Maig,25,17,Tarda,0,1,0,1,1,Weekend/Holiday,25/5/2019
4046,2019S004062    ,Eixample,la Dreta de l'Eixample,169409,Ds,2019,5,Maig,25,22,Nit,1,0,0,1,2,Weekend/Holiday,25/5/2019
4047,2019S004063    ,Eixample,l'Antiga Esquerra de l'Eixample,32700,Ds,2019,5,Maig,25,22,Nit,0,1,0,1,2,Weekend/Holiday,25/5/2019
4048,2019S004064    ,Sant Martí,la Verneda i la Pau,208205,Ds,2019,5,Maig,25,19,Tarda,0,1,0,1,3,Weekend/Holiday,25/5/2019
4049,2019S004065    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,144601,Ds,2019,5,Maig,25,23,Nit,0,1,0,1,2,Weekend/Holiday,25/5/2019
4050,2019S004066    ,Sant Andreu,Sant Andreu,209900,Dg,2019,5,Maig,26,0,Nit,0,0,0,0,1,Weekend/Holiday,26/5/2019
4051,2019S004067    ,Eixample,el Fort Pienc,89004,Dg,2019,5,Maig,26,8,Matí,0,1,0,1,2,Weekend/Holiday,26/5/2019
4052,2019S004068    ,Eixample,la Sagrada Família,238400,Dg,2019,5,Maig,26,6,Matí,0,0,0,0,2,Weekend/Holiday,26/5/2019
4053,2019S004069    ,Eixample,l'Antiga Esquerra de l'Eixample,363809,Dg,2019,5,Maig,26,11,Matí,0,1,0,1,2,Weekend/Holiday,26/5/2019
4054,2019S004070    ,Sarrià-Sant Gervasi,Sarrià,3508,Dg,2019,5,Maig,26,15,Tarda,0,6,0,6,2,Weekend/Holiday,26/5/2019
4055,2019S004071    ,Eixample,l'Antiga Esquerra de l'Eixample,363809,Dg,2019,5,Maig,26,19,Tarda,0,1,0,1,2,Weekend/Holiday,26/5/2019
4056,2019S004072    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",240707,Dg,2019,5,Maig,26,19,Tarda,0,1,0,1,2,Weekend/Holiday,26/5/2019
4057,2019S004073    ,Sant Andreu,la Sagrera,39709,Dg,2019,5,Maig,26,19,Tarda,0,1,0,1,1,Weekend/Holiday,26/5/2019
4058,2019S004074    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,76807,Dg,2019,5,Maig,26,20,Tarda,0,1,0,1,2,Weekend/Holiday,26/5/2019
4059,2019S004075    ,Sants-Montjuïc,el Poble-sec,700795,Dg,2019,5,Maig,26,22,Nit,0,0,0,0,1,Weekend/Holiday,26/5/2019
4060,2019S004076    ,Eixample,la Dreta de l'Eixample,268003,Dg,2019,5,Maig,26,21,Tarda,0,2,0,2,3,Weekend/Holiday,26/5/2019
4061,2019S004077    ,Sants-Montjuïc,Hostafrancs,94809,Dg,2019,5,Maig,26,21,Tarda,0,1,0,1,2,Weekend/Holiday,26/5/2019
4062,2019S004078    ,Ciutat Vella,el Raval,352100,Dg,2019,5,Maig,26,20,Tarda,0,0,0,0,1,Weekend/Holiday,26/5/2019
4063,2019S004079    ,Horta-Guinardó,el Carmel,248800,Dg,2019,5,Maig,26,22,Nit,0,1,0,1,2,Weekend/Holiday,26/5/2019
4064,2019S004080    ,Sants-Montjuïc,Hostafrancs,169409,Dl,2019,5,Maig,27,7,Matí,0,2,0,2,2,Weekday,27/5/2019
4065,2019S004081    ,Gràcia,el Coll,299801,Dl,2019,5,Maig,27,7,Matí,0,2,0,2,2,Weekday,27/5/2019
4066,2019S004082    ,Les Corts,les Corts,229602,Dl,2019,5,Maig,27,8,Matí,0,1,0,1,2,Weekday,27/5/2019
4067,2019S004083    ,Sant Martí,el Poblenou,701266,Dl,2019,5,Maig,27,9,Matí,0,1,0,1,2,Weekday,27/5/2019
4068,2019S004084    ,Sant Martí,Sant Martí de Provençals,322608,Dl,2019,5,Maig,27,8,Matí,0,1,0,1,2,Weekday,27/5/2019
4069,2019S004085    ,Eixample,Sant Antoni,198804,Dl,2019,5,Maig,27,9,Matí,0,1,0,1,2,Weekday,27/5/2019
4070,2019S004086    ,Eixample,l'Antiga Esquerra de l'Eixample,700154,Dl,2019,5,Maig,27,9,Matí,0,1,0,1,2,Weekday,27/5/2019
4071,2019S004087    ,Nou Barris,Porta,282650,Dl,2019,5,Maig,27,9,Matí,0,1,0,1,2,Weekday,27/5/2019
4072,2019S004088    ,Eixample,l'Antiga Esquerra de l'Eixample,245802,Dl,2019,5,Maig,27,10,Matí,0,1,0,1,3,Weekday,27/5/2019
4073,2019S004089    ,Sant Andreu,el Bon Pastor,151957,Dl,2019,5,Maig,27,9,Matí,0,0,0,0,1,Weekday,27/5/2019
4074,2019S004090    ,Eixample,la Sagrada Família,18505,Dl,2019,5,Maig,27,12,Matí,0,1,0,1,2,Weekday,27/5/2019
4075,2019S004091    ,Eixample,l'Antiga Esquerra de l'Eixample,23403,Dl,2019,5,Maig,27,12,Matí,0,1,0,1,2,Weekday,27/5/2019
4076,2019S004092    ,Gràcia,la Vila de Gràcia,90502,Dv,2019,5,Maig,24,14,Tarda,0,2,0,2,2,Weekday,24/5/2019
4077,2019S004093    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,139805,Dg,2019,5,Maig,26,22,Nit,0,1,0,1,2,Weekend/Holiday,26/5/2019
4078,2019S004094    ,Eixample,la Dreta de l'Eixample,145003,Dl,2019,5,Maig,27,15,Tarda,0,1,0,1,2,Weekday,27/5/2019
4079,2019S004095    ,Ciutat Vella,el Raval,34308,Dl,2019,5,Maig,27,18,Tarda,0,1,0,1,2,Weekday,27/5/2019
4080,2019S004096    ,Eixample,Sant Antoni,361406,Dl,2019,5,Maig,27,18,Tarda,0,1,0,1,2,Weekday,27/5/2019
4081,2019S004097    ,Les Corts,les Corts,289604,Dl,2019,5,Maig,27,19,Tarda,0,2,0,2,1,Weekday,27/5/2019
4082,2019S004098    ,Sants-Montjuïc,Hostafrancs,114000,Dl,2019,5,Maig,27,19,Tarda,0,1,0,1,2,Weekday,27/5/2019
4083,2019S004099    ,Eixample,la Dreta de l'Eixample,32700,Dl,2019,5,Maig,27,19,Tarda,0,1,0,1,2,Weekday,27/5/2019
4084,2019S004100    ,Sant Martí,el Poblenou,270901,Dl,2019,5,Maig,27,20,Tarda,0,1,0,1,2,Weekday,27/5/2019
4085,2019S004101    ,Eixample,el Fort Pienc,169409,Dl,2019,5,Maig,27,20,Tarda,0,2,0,2,2,Weekday,27/5/2019
4086,2019S004102    ,Horta-Guinardó,Sant Genís dels Agudells,166900,Dl,2019,5,Maig,27,22,Nit,0,0,0,0,1,Weekday,27/5/2019
4087,2019S004103    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,70607,Dl,2019,5,Maig,27,22,Nit,0,2,0,2,2,Weekday,27/5/2019
4088,2019S004104    ,Nou Barris,la Trinitat Nova,209900,Dl,2019,5,Maig,27,22,Nit,0,1,0,1,2,Weekday,27/5/2019
4089,2019S004105    ,Horta-Guinardó,Horta,97807,Dm,2019,5,Maig,28,2,Nit,0,1,0,1,1,Weekday,28/5/2019
4090,2019S004106    ,Horta-Guinardó,la Vall d'Hebron,701268,Dm,2019,5,Maig,28,4,Nit,0,2,0,2,1,Weekday,28/5/2019
4091,2019S004107    ,Eixample,la Sagrada Família,350308,Dm,2019,5,Maig,28,8,Matí,0,1,0,1,2,Weekday,28/5/2019
4092,2019S004108    ,Sant Martí,el Poblenou,701266,Dm,2019,5,Maig,28,7,Matí,0,3,0,3,5,Weekday,28/5/2019
4093,2019S004109    ,Eixample,la Dreta de l'Eixample,144601,Dm,2019,5,Maig,28,9,Matí,0,1,0,1,3,Weekday,28/5/2019
4094,2019S004110    ,Les Corts,Pedralbes,169023,Dm,2019,5,Maig,28,10,Matí,0,2,0,2,2,Weekday,28/5/2019
4095,2019S004111    ,Eixample,el Fort Pienc,100800,Dm,2019,5,Maig,28,11,Matí,0,1,0,1,1,Weekday,28/5/2019
4096,2019S004112    ,Eixample,la Dreta de l'Eixample,268003,Dm,2019,5,Maig,28,11,Matí,0,1,0,1,2,Weekday,28/5/2019
4097,2019S004113    ,Les Corts,Pedralbes,144601,Dm,2019,5,Maig,28,11,Matí,0,1,0,1,1,Weekday,28/5/2019
4098,2019S004114    ,Les Corts,Pedralbes,169023,Dm,2019,5,Maig,28,12,Matí,0,1,0,1,1,Weekday,28/5/2019
4099,2019S004115    ,Ciutat Vella,el Barri Gòtic,106409,Dm,2019,5,Maig,28,8,Matí,0,0,0,0,1,Weekday,28/5/2019
4100,2019S004116    ,Nou Barris,Verdun,701346,Dm,2019,5,Maig,28,12,Matí,0,1,0,1,2,Weekday,28/5/2019
4101,2019S004117    ,Les Corts,Pedralbes,52707,Dm,2019,5,Maig,28,14,Tarda,0,1,0,1,2,Weekday,28/5/2019
4102,2019S004118    ,Sants-Montjuïc,el Poble-sec,217002,Dm,2019,5,Maig,28,13,Matí,0,0,0,0,1,Weekday,28/5/2019
4103,2019S004119    ,Sant Andreu,Sant Andreu,209900,Dm,2019,5,Maig,28,15,Tarda,0,1,0,1,2,Weekday,28/5/2019
4104,2019S004120    ,Eixample,la Nova Esquerra de l'Eixample,87009,Dm,2019,5,Maig,28,16,Tarda,0,2,0,2,2,Weekday,28/5/2019
4105,2019S004121    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",177101,Dm,2019,5,Maig,28,16,Tarda,0,1,0,1,3,Weekday,28/5/2019
4106,2019S004122    ,Sant Andreu,Navas,121402,Dm,2019,5,Maig,28,17,Tarda,0,1,0,1,2,Weekday,28/5/2019
4107,2019S004123    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",240707,Dm,2019,5,Maig,28,19,Tarda,0,1,0,1,2,Weekday,28/5/2019
4108,2019S004124    ,Horta-Guinardó,la Font d'en Fargues,194406,Dm,2019,5,Maig,28,18,Tarda,0,1,0,1,2,Weekday,28/5/2019
4109,2019S004125    ,Eixample,l'Antiga Esquerra de l'Eixample,70607,Dm,2019,5,Maig,28,18,Tarda,0,1,0,1,3,Weekday,28/5/2019
4110,2019S004126    ,Eixample,la Dreta de l'Eixample,349309,Dm,2019,5,Maig,28,18,Tarda,0,1,0,1,2,Weekday,28/5/2019
4111,2019S004127    ,Eixample,la Sagrada Família,350308,Dm,2019,5,Maig,28,16,Tarda,0,1,0,1,3,Weekday,28/5/2019
4112,2019S004128    ,Sants-Montjuïc,Sants,312400,Dm,2019,5,Maig,28,20,Tarda,0,1,0,1,1,Weekday,28/5/2019
4113,2019S004129    ,Sant Martí,Provençals del Poblenou,30409,Dm,2019,5,Maig,28,22,Nit,0,1,1,2,4,Weekday,28/5/2019
4114,2019S004130    ,Sants-Montjuïc,la Font de la Guatlla,169409,Dm,2019,5,Maig,28,23,Nit,0,1,0,1,1,Weekday,28/5/2019
4115,2019S004131    ,Sant Andreu,Navas,297001,Dm,2019,5,Maig,28,23,Nit,0,2,0,2,2,Weekday,28/5/2019
4116,2019S004132    ,Eixample,Sant Antoni,213908,Dm,2019,5,Maig,28,18,Tarda,0,1,0,1,1,Weekday,28/5/2019
4117,2019S004133    ,Sant Andreu,la Trinitat Vella,314100,Dm,2019,5,Maig,28,19,Tarda,0,1,0,1,2,Weekday,28/5/2019
4118,2019S004134    ,Nou Barris,Porta,103003,Dm,2019,5,Maig,28,23,Nit,0,2,0,2,1,Weekday,28/5/2019
4119,2019S004135    ,Sant Martí,el Clot,350308,Dc,2019,5,Maig,29,7,Matí,0,1,0,1,2,Weekday,29/5/2019
4120,2019S004136    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,248403,Dc,2019,5,Maig,29,8,Matí,0,1,0,1,2,Weekday,29/5/2019
4121,2019S004137    ,Sant Martí,la Verneda i la Pau,266405,Dc,2019,5,Maig,29,7,Matí,0,1,0,1,2,Weekday,29/5/2019
4122,2019S004138    ,Horta-Guinardó,Sant Genís dels Agudells,701267,Dc,2019,5,Maig,29,8,Matí,0,1,0,1,2,Weekday,29/5/2019
4123,2019S004139    ,Les Corts,les Corts,144601,Dc,2019,5,Maig,29,8,Matí,0,2,0,2,2,Weekday,29/5/2019
4124,2019S004140    ,Sant Martí,el Parc i la Llacuna del Poblenou,186703,Dc,2019,5,Maig,29,8,Matí,0,2,0,2,2,Weekday,29/5/2019
4125,2019S004141    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,134404,Dc,2019,5,Maig,29,10,Matí,0,1,0,1,2,Weekday,29/5/2019
4126,2019S004142    ,Sant Martí,Provençals del Poblenou,30409,Dc,2019,5,Maig,29,10,Matí,0,1,0,1,2,Weekday,29/5/2019
4127,2019S004143    ,Sant Martí,el Camp de l'Arpa del Clot,191204,Dc,2019,5,Maig,29,8,Matí,0,1,0,1,2,Weekday,29/5/2019
4128,2019S004144    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,344101,Dc,2019,5,Maig,29,7,Matí,0,1,0,1,1,Weekday,29/5/2019
4129,2019S004145    ,Sant Andreu,el Bon Pastor,295709,Dc,2019,5,Maig,29,8,Matí,0,3,0,3,1,Weekday,29/5/2019
4130,2019S004146    ,Eixample,la Nova Esquerra de l'Eixample,54509,Dc,2019,5,Maig,29,11,Matí,0,1,0,1,2,Weekday,29/5/2019
4131,2019S004147    ,Eixample,la Dreta de l'Eixample,289105,Dv,2019,5,Maig,24,10,Matí,0,1,0,1,2,Weekday,24/5/2019
4132,2019S004148    ,Sarrià-Sant Gervasi,les Tres Torres,108801,Dc,2019,5,Maig,29,12,Matí,0,1,0,1,2,Weekday,29/5/2019
4133,2019S004149    ,Eixample,la Nova Esquerra de l'Eixample,287201,Dv,2019,5,Maig,24,16,Tarda,0,1,0,1,3,Weekday,24/5/2019
4134,2019S004150    ,Sarrià-Sant Gervasi,les Tres Torres,16907,Dc,2019,5,Maig,29,9,Matí,0,2,0,2,1,Weekday,29/5/2019
4135,2019S004151    ,Sarrià-Sant Gervasi,el Putxet i el Farró,125301,Dc,2019,5,Maig,29,12,Matí,0,1,0,1,1,Weekday,29/5/2019
4136,2019S004152    ,Horta-Guinardó,el Carmel,97807,Dc,2019,5,Maig,29,12,Matí,0,0,0,0,1,Weekday,29/5/2019
4137,2019S004153    ,Sant Martí,Provençals del Poblenou,42306,Dc,2019,5,Maig,29,13,Matí,0,1,0,1,2,Weekday,29/5/2019
4138,2019S004154    ,Sants-Montjuïc,la Bordeta,30602,Dc,2019,5,Maig,29,16,Tarda,0,1,0,1,2,Weekday,29/5/2019
4139,2019S004155    ,Eixample,la Dreta de l'Eixample,169409,Dc,2019,5,Maig,29,15,Tarda,0,0,0,0,2,Weekday,29/5/2019
4140,2019S004156    ,Eixample,l'Antiga Esquerra de l'Eixample,23403,Dc,2019,5,Maig,29,14,Tarda,0,1,0,1,2,Weekday,29/5/2019
4141,2019S004157    ,Sant Andreu,Sant Andreu,314100,Dc,2019,5,Maig,29,16,Tarda,0,2,0,2,2,Weekday,29/5/2019
4142,2019S004158    ,Eixample,l'Antiga Esquerra de l'Eixample,32700,Dc,2019,5,Maig,29,16,Tarda,0,2,0,2,1,Weekday,29/5/2019
4143,2019S004159    ,Eixample,la Dreta de l'Eixample,74404,Dc,2019,5,Maig,29,18,Tarda,0,1,0,1,1,Weekday,29/5/2019
4144,2019S004160    ,Sant Martí,la Verneda i la Pau,208205,Dc,2019,5,Maig,29,17,Tarda,0,0,0,0,1,Weekday,29/5/2019
4145,2019S004161    ,Sants-Montjuïc,la Marina del Prat Vermell,701481,Dc,2019,5,Maig,29,14,Tarda,0,1,0,1,2,Weekday,29/5/2019
4146,2019S004162    ,Sants-Montjuïc,el Poble-sec,198804,Dc,2019,5,Maig,29,13,Matí,0,1,0,1,2,Weekday,29/5/2019
4147,2019S004163    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,110009,Dc,2019,5,Maig,29,17,Tarda,0,1,0,1,2,Weekday,29/5/2019
4148,2019S004164    ,Eixample,l'Antiga Esquerra de l'Eixample,51205,Dc,2019,5,Maig,29,13,Matí,0,1,0,1,2,Weekday,29/5/2019
