,Numero_expedient,Dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_tipus_vehicle,Descripcio_model,Descripcio_marca,Descripcio_color,Descripcio_carnet,Antiguitat_carnet
6130,2019S009195    ,Dj,2019,11,Novembre,28,9,Matí,Motocicleta,SUPER DINK 125,KYMCO,Gris,B,6
6131,2019S009195    ,Dj,2019,11,Novembre,28,9,Matí,Turisme,X1 SDRIVE18D,BMW,Gris,B,14
6132,2019S004257    ,Ds,2019,6,Juny,1,1,Nit,Motocicleta,YP250R,YAMAHA,Gris,A,2
6133,2019S004257    ,Ds,2019,6,Juny,1,1,Nit,Turisme,A3 2.0,AUDI,Gris,B,30
6134,2019S002903    ,Dv,2019,4,Abril,12,19,Tarda,Ciclomotor,SYMPHONY 50,S.Y.M,Desconegut,B,6
6135,2019S002903    ,Dv,2019,4,Abril,12,19,Tarda,Turisme,SERIE 3 320D,BMW,Desconegut,B,10
6136,2019S005564    ,Ds,2019,7,Juliol,13,17,Tarda,Ciclomotor,NOVA 3000,EMCO,Verd,B,22
6137,2019S005564    ,Ds,2019,7,Juliol,13,17,Tarda,Turisme,V40,VOLVO,Negre,B,10
6138,2019S009169    ,Dc,2019,11,Novembre,27,12,Matí,Turisme,320,BMW,Marró,B,24
6139,2019S009169    ,Dc,2019,11,Novembre,27,12,Matí,Turisme,TIGUAN,VOLKSWAGEN,Gris,Desconegut,Desconegut
6140,2019S001822    ,Dj,2019,3,Març,7,16,Tarda,Ciclomotor,SYMPHONY 1,S.Y.M,Desconegut,B,2
6141,2019S001822    ,Dj,2019,3,Març,7,16,Tarda,Motocicleta,GS 1000,BMW,Negre,A,3
6142,2019S004540    ,Dg,2019,6,Juny,9,18,Tarda,Motocicleta,SH 125,HONDA,Negre,B,21
6143,2019S004540    ,Dg,2019,6,Juny,9,18,Tarda,Turisme,C-ELYSEE ECO-GLV,CITROEN,Negre/Groc,B,43
6144,2019S006778    ,Dg,2019,9,Setembre,1,17,Tarda,Motocicleta,PES125,HONDA,granate,B,9
6145,2019S006778    ,Dg,2019,9,Setembre,1,17,Tarda,Turisme,Q2,AUDI,Gris,B,9
6146,2019S002003    ,Dj,2019,3,Març,14,18,Tarda,Bicicleta,Desconegut,ES DESCONEIX,Gris,Desconegut,Desconegut
6147,2019S002003    ,Dj,2019,3,Març,14,18,Tarda,Furgoneta,VITO FURG,MERCEDES-BENZ,Negre,B,37
6148,2019S001700    ,Dl,2019,3,Març,4,9,Matí,Ciclomotor,SH 50,HONDA,Negre,B,1
6149,2019S001700    ,Dl,2019,3,Març,4,9,Matí,Turisme,C-HR,TOYOTA,Blau,B,26
6150,2019S009493    ,Dl,2019,12,Desembre,9,15,Tarda,Autobús,CITARO,MERCEDES-BENZ,Vermell,D,3
6151,2019S009493    ,Dl,2019,12,Desembre,9,15,Tarda,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
6152,2019S006532    ,Dm,2019,8,Agost,20,22,Nit,Autobús articulat,NG313F/GNC,MAN,Vermell,E D,23
6153,2019S006532    ,Dm,2019,8,Agost,20,22,Nit,Ciclomotor,ES2,ASKOLL,Blanc,B,1
6154,2019S002492    ,Ds,2019,3,Març,30,21,Tarda,Motocicleta,SUPER DINK 125,KYMCO,Gris,B,16
6155,2019S002492    ,Ds,2019,3,Març,30,21,Tarda,Turisme,206,PEUGEOT,Gris,B,28
6156,2019S004239    ,Dv,2019,5,Maig,31,15,Tarda,Motocicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
6157,2019S004239    ,Dv,2019,5,Maig,31,15,Tarda,Motocicleta,WW125EX2,HONDA,Gris,B,15
6158,2019S003105    ,Dm,2019,4,Abril,23,20,Tarda,Motocicleta,SUPER DINK 125 ABS,KYMCO,Desconegut,B,11
6159,2019S003105    ,Dm,2019,4,Abril,23,20,Tarda,Motocicleta,UK 110,SUZUKI,Gris,A1,16
6160,2019S003840    ,Ds,2019,5,Maig,18,12,Matí,"Camió rígid <= 3,5 tones",Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
6161,2019S006786    ,Dl,2019,9,Setembre,2,8,Matí,Furgoneta,KOMBI,VOLKSWAGEN,Gris,B,8
6162,2019S006786    ,Dl,2019,9,Setembre,2,8,Matí,Motocicleta,S02,SILENCE,Negre,B,7
6163,2019S001122    ,Dm,2019,2,Febrer,12,12,Matí,Motocicleta,SYMPHONY 1,SYM,Desconegut,B,12
6164,2019S001122    ,Dm,2019,2,Febrer,12,12,Matí,Turisme,206  3P 11,PEUGEOT,Negre,B,10
6165,2019S008528    ,Dl,2019,11,Novembre,4,22,Nit,Motocicleta,S02,SILENCE,Vermell,B,9
6166,2019S003872    ,Dg,2019,5,Maig,19,23,Nit,Motocicleta,UH125G,SUZUKI,Gris,B,12
6167,2019S009170    ,Dc,2019,11,Novembre,27,11,Matí,Turisme,MICRO COMPACT,SMART,Vermell,B,33
6168,2019S009170    ,Dc,2019,11,Novembre,27,11,Matí,Turisme,TOYOTA PRIUS,TOYOTA,Negre/Groc,B,40
6169,2019S008194    ,Dc,2019,10,Octubre,23,11,Matí,Motocicleta,FJS400D,HONDA,Violeta,A,22
6170,2019S008194    ,Dc,2019,10,Octubre,23,11,Matí,Turisme,X1 SDRIVE18D,BMW,Gris,B,25
6171,2019S008649    ,Dv,2019,11,Novembre,8,9,Matí,Furgoneta,PARTNER 1.9,PEUGEOT,Blanc,B,15
6172,2019S008649    ,Dv,2019,11,Novembre,8,9,Matí,Motocicleta,LIBERTY 125,PIAGGIO,Desconegut,B,40
6173,2019S001293    ,Dl,2019,2,Febrer,18,13,Matí,Motocicleta,SH125AD,HONDA,Vermell,B,8
6174,2019S001293    ,Dl,2019,2,Febrer,18,13,Matí,Turisme,TOLEDO,SEAT,Blanc,B,29
6175,2019S000223    ,Dj,2019,1,Gener,10,16,Tarda,Motocicleta,SH 100,HONDA,Negre,B,10
6176,2019S000223    ,Dj,2019,1,Gener,10,16,Tarda,Turisme,A3,AUDI,Gris,B,16
6177,2019S000863    ,Dv,2019,2,Febrer,1,21,Tarda,Motocicleta,ARN 125,KEEWAY,Blanc,B,11
6178,2019S000863    ,Dv,2019,2,Febrer,1,21,Tarda,Turisme,MEGANE,RENAULT,Gris,B,9
6179,2019S007949    ,Dl,2019,10,Octubre,14,15,Tarda,Motocicleta,R1200 RT,BMW,Gris,A,42
6180,2019S007949    ,Dl,2019,10,Octubre,14,15,Tarda,Tot terreny,JAGUAR E-PACE,JAGUAR,Gris,B,38
6181,2019S003812    ,Dv,2019,5,Maig,17,14,Tarda,Motocicleta,Dylan 125,HONDA,Negre,B,8
6182,2019S003812    ,Dv,2019,5,Maig,17,14,Tarda,Turisme,TOYOTA YARIS,TOYOTA,Blanc,B,22
6183,2019S005247    ,Dc,2019,7,Juliol,3,16,Tarda,Turisme,ALMERA,NISSAN,Blanc,B,4
6184,2019S001036    ,Dv,2019,2,Febrer,8,18,Tarda,Motocicleta,LIBERTY,PIAGGIO,Gris,B,2
6185,2019S001036    ,Dv,2019,2,Febrer,8,18,Tarda,Turisme,CLIO,RENAULT,Gris,B,5
6186,2019S005517    ,Dj,2019,7,Juliol,11,19,Tarda,Motocicleta,YP125R,YAMAHA,Blanc,B,15
6187,2019S005517    ,Dj,2019,7,Juliol,11,19,Tarda,Turisme,MACAN S,PORSCHE,Gris,B,34
6188,2019S004806    ,Dc,2019,6,Juny,19,16,Tarda,Motocicleta,SH 100,HONDA,Negre,A2,3
6189,2019S004806    ,Dc,2019,6,Juny,19,16,Tarda,Turisme,C4 1.8,CITROEN,Desconegut,B,42
6190,2019S001450    ,Ds,2019,2,Febrer,23,11,Matí,Motocicleta,DUKE,KTM,Negre,A1,1
6191,2019S001450    ,Ds,2019,2,Febrer,23,11,Matí,Turisme,FABIA,SKODA,Gris,B,3
6192,2019S009989    ,Dv,2019,12,Desembre,27,16,Tarda,Turisme,ARONA,SEAT,Blanc,B,23
6193,2019S009321    ,Dc,2019,10,Octubre,9,16,Tarda,Motocicleta,X-MAX 125,YAMAHA,Gris,B,40
6194,2019S009321    ,Dc,2019,10,Octubre,9,16,Tarda,Turisme,V40 CROSS COUNTRY,VOLVO,Vermell,Desconegut,Desconegut
6195,2019S010005    ,Dg,2019,12,Desembre,29,1,Nit,Motocicleta,LIBERTY 125 3V,PIAGGIO,Negre,Desconegut,Desconegut
6196,2019S010005    ,Dg,2019,12,Desembre,29,1,Nit,Turisme,I 20,HYUNDAI,Blanc,B,17
6197,2019S007940    ,Dl,2019,10,Octubre,14,10,Matí,Motocicleta,HW 125,YAMAHA,Negre,A,6
6198,2019S007940    ,Dl,2019,10,Octubre,14,10,Matí,Motocicleta,YBR 125,YAMAHA,Desconegut,B,20
6199,2019S006256    ,Dm,2019,8,Agost,6,13,Matí,Motocicleta,PEOPLE 125,KYMCO,Gris,B,23
6200,2019S006256    ,Dm,2019,8,Agost,6,13,Matí,Turisme,A4 18,AUDI,Desconegut,B,33
6201,2019S004786    ,Dc,2019,6,Juny,19,1,Nit,Tot terreny,TIGUAN,VOLKSWAGEN,Blanc,B,18
6202,2019S001692    ,Dg,2019,3,Març,3,12,Matí,Taxi,PRIUS,TOYOTA,Negre/Groc,B,27
6203,2019S002317    ,Dl,2019,3,Març,25,11,Matí,Turisme,A 200,MERCEDES,Gris,B,29
6204,2019S002317    ,Dl,2019,3,Març,25,11,Matí,Turisme,E 220 CDI,MERCEDES,Blanc,B,4
6205,2019S007323    ,Dl,2019,9,Setembre,23,8,Matí,Motocicleta,UH 200,SUZUKI,Negre,B,30
6206,2019S007323    ,Dl,2019,9,Setembre,23,8,Matí,Turisme,A3,AUDI,Gris,B,14
6207,2019S008007    ,Dc,2019,10,Octubre,16,13,Matí,Motocicleta,SH 150,HONDA,Negre,A,7
6208,2019S008007    ,Dc,2019,10,Octubre,16,13,Matí,Turisme,E 200,MERCEDES,Blau,B,42
6209,2019S004898    ,Dv,2019,6,Juny,21,18,Tarda,Ciclomotor,ZIP 50 4T,PIAGGIO,Desconegut,Desconegut,Desconegut
6210,2019S004898    ,Dv,2019,6,Juny,21,18,Tarda,Motocicleta,VESPA LXV125 I.E,PIAGGIO,Desconegut,Desconegut,Desconegut
6211,2019S004898    ,Dv,2019,6,Juny,21,18,Tarda,Turisme,218D ACTIVE TOURER,BMW,Desconegut,B,7
6212,2019S004898    ,Dv,2019,6,Juny,21,18,Tarda,Turisme,LEON ST,SEAT,Desconegut,B,12
6213,2019S005428    ,Dm,2019,7,Juliol,9,15,Tarda,Motocicleta,GPD125-A (NMAX),YAMAHA,Blau,B,12
6214,2019S005428    ,Dm,2019,7,Juliol,9,15,Tarda,Turisme,CALIBER,DODGE,Blau,B,Desconegut
6215,2019S006862    ,Dc,2019,9,Setembre,4,15,Tarda,Veh. mobilitat personal amb motor, ,ES DESCONEIX,Negre,Desconegut,Desconegut
6216,2019S004149    ,Dv,2019,5,Maig,24,16,Tarda,Ciclomotor,ES2,ASKOLL,Blanc,B,18
6217,2019S004149    ,Dv,2019,5,Maig,24,16,Tarda,Turisme,500,FIAT,Blanc,B,18
6218,2019S004149    ,Dv,2019,5,Maig,24,16,Tarda,Turisme,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
6219,2019S000713    ,Ds,2019,1,Gener,26,23,Nit,Motocicleta,TWEET,PEUGEOT,Blanc,A2,1
6220,2019S000713    ,Ds,2019,1,Gener,26,23,Nit,Turisme,GOLF,VOLKSWAGEN,Blau,B,8
6221,2019S009867    ,Dg,2019,12,Desembre,22,6,Matí,Motocicleta,YP125RA (X-MAX 125),YAMAHA,Negre,B,7
6222,2019S009867    ,Dg,2019,12,Desembre,22,6,Matí,Turisme,AVEO,CHEVROLET,Blanc,B,3
6223,2019S005201    ,Dm,2019,7,Juliol,2,13,Matí,Motocicleta,SH 300,HONDA,Vermell,A2,1
6224,2019S005201    ,Dm,2019,7,Juliol,2,13,Matí,Turisme,E 220 D,MERCEDES-BENZ,Negre,B,26
6225,2019S002999    ,Dc,2019,4,Abril,17,15,Tarda,Motocicleta,R 1250 GS,BMW,Desconegut,A,9
6226,2019S002999    ,Dc,2019,4,Abril,17,15,Tarda,Turisme,C4 CACTUS BLUEHDI 100,CITROEN,Desconegut,B,19
6227,2019S003766    ,Dj,2019,5,Maig,16,8,Matí,Ciclomotor,YN 50,YAMAHA,Desconegut,B,38
6228,2019S003766    ,Dj,2019,5,Maig,16,8,Matí,Motocicleta,AGILITY CITY 125,KYMCO,Blanc,B,13
6229,2019S003766    ,Dj,2019,5,Maig,16,8,Matí,Turisme,X4 XDRIVE3,BMW,Negre,B,17
6230,2019S005473    ,Dc,2019,7,Juliol,10,22,Nit,"Camió rígid > 3,5 tones",35C15,TECNOVE FIBERGLASS,Blanc,B,2
6231,2019S005473    ,Dc,2019,7,Juliol,10,22,Nit,Motocicleta,VESPA LX 125,PIAGGIO,Blanc,B,10
6233,2019S006754    ,Ds,2019,8,Agost,31,3,Nit,Turisme,TOLEDO,SEAT,Negre/Groc,B,5
6234,2019S006754    ,Ds,2019,8,Agost,31,3,Nit,Veh. mobilitat personal amb motor,Desconegut,Desconegut,Negre,Desconegut,Desconegut
6235,2019S009088    ,Dg,2019,11,Novembre,24,9,Matí,Turisme,IONIQ,HYUNDAI,Negre,B,13
6236,2019S009088    ,Dg,2019,11,Novembre,24,9,Matí,Turisme,MEGANE,RENAULT,Negre,B,2
6237,2019S009820    ,Dv,2019,12,Desembre,20,13,Matí,Furgoneta,DOBLO 1.9,FIAT,Desconegut,B,15
6238,2019S009820    ,Dv,2019,12,Desembre,20,13,Matí,Motocicleta,BLACK SEVEN,MASH,Desconegut,A2,1
6239,2019S004860    ,Dj,2019,6,Juny,20,23,Nit,Motocicleta,YP250R,YAMAHA,Desconegut,A,4
6240,2019S004860    ,Dj,2019,6,Juny,20,23,Nit,Turisme,FOCUS,FORD,Desconegut,Desconegut,Desconegut
6241,2019S006708    ,Dj,2019,8,Agost,29,16,Tarda,Ciclomotor,CS50,MBK,Desconegut,B,6
6242,2019S006708    ,Dj,2019,8,Agost,29,16,Tarda,Turisme,RAPID,SKODA,Desconegut,B,40
6243,2019S003968    ,Dj,2019,5,Maig,23,10,Matí,Motocicleta,VESPA LX 125 IE,PIAGGIO,Gris,A,31
6244,2019S003968    ,Dj,2019,5,Maig,23,10,Matí,Turisme,TOYOTA AYGO,TOYOTA,Blanc,B,33
6245,2019S002043    ,Dv,2019,3,Març,15,14,Tarda,Turisme,C3,CITROEN,Blanc,B,14
6246,2019S002043    ,Dv,2019,3,Març,15,14,Tarda,Veh. mobilitat personal amb motor,Desconegut,XIAOMI,Negre,Sense permís,Desconegut
6247,2019S002671    ,Dv,2019,4,Abril,5,15,Tarda,Ciclomotor,VESPA LX50,PIAGGIO,Desconegut,AM,14
6248,2019S002671    ,Dv,2019,4,Abril,5,15,Tarda,Turisme,INSIGNIA SPORTS TOURER,OPEL,Desconegut,B,31
6249,2019S004276    ,Dv,2019,5,Maig,31,17,Tarda,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
6250,2019S004276    ,Dv,2019,5,Maig,31,17,Tarda,Motocicleta,VL125,DAELIM,Desconegut,B,2
6251,2019S003550    ,Dc,2019,5,Maig,8,23,Nit,Motocicleta,MT-07 TRACER,YAMAHA,Gris,A2,1
6252,2019S004267    ,Dv,2019,5,Maig,31,21,Tarda,Motocicleta,Vision,HONDA,Blanc,B,50
6253,2019S004267    ,Dv,2019,5,Maig,31,21,Tarda,Turisme,LEAF,NISSAN,Blanc,B,3
6254,2019S003320    ,Dm,2019,4,Abril,30,21,Tarda,Turisme,KUGA,FORD,Desconegut,B,30
6255,2019S006362    ,Dg,2019,8,Agost,11,11,Matí,Turisme,607 V6 PACK EBAN,PEUGEOT,Desconegut,B,56
6256,2019S006362    ,Dg,2019,8,Agost,11,11,Matí,Turisme,C4,CITROEN,Gris,B,1
6257,2019S009098    ,Dg,2019,11,Novembre,24,18,Tarda,Motocicleta,SH 125,HONDA,Negre,B,21
6258,2019S009098    ,Dg,2019,11,Novembre,24,18,Tarda,Turisme,206 5P XR 75,PEUGEOT,Gris,B,34
6259,2019S000225    ,Dj,2019,1,Gener,10,17,Tarda,Motocicleta,Dylan 125,HONDA,Negre,B,24
6260,2019S000225    ,Dj,2019,1,Gener,10,17,Tarda,Turisme,CIVIC,HONDA,Negre,B,30
6261,2019S004389    ,Dc,2019,6,Juny,5,2,,Bicicleta,Desconegut,ES DESCONEIX,Blanc,Desconegut,Desconegut
6262,2019S004389    ,Dc,2019,6,Juny,5,2,,Motocicleta,SH 150,HONDA,Negre,A,23
6263,2019S005069    ,Dv,2019,6,Juny,28,10,Matí,"Camió rígid > 3,5 tones",NISSAN ATLEON,NISSAN,Desconegut,Desconegut,Desconegut
6264,2019S005069    ,Dv,2019,6,Juny,28,10,Matí,Furgoneta,PARTNER,PEUGEOT,Blanc,B,14
6265,2019S005069    ,Dv,2019,6,Juny,28,10,Matí,Motocicleta,ER 6 N,KAWASAKI,Negre,A,1
6266,2019S009052    ,Dv,2019,11,Novembre,22,18,Tarda,Motocicleta,UK 110,SUZUKI,Blanc,B,7
6267,2019S009052    ,Dv,2019,11,Novembre,22,18,Tarda,Turisme,COOPER SD,MINI,Negre,B,24
6268,2019S007409    ,Dj,2019,9,Setembre,26,16,Tarda,Motocicleta,GSR 600,SUZUKI,Desconegut,A,23
6269,2019S007409    ,Dj,2019,9,Setembre,26,16,Tarda,Turisme,POLO,VOLKSWAGEN,Blanc,B,7
6270,2019S003517    ,Dm,2019,5,Maig,7,23,Nit,Motocicleta,TWEET,PEUGEOT,Negre,B,1
6271,2019S003517    ,Dm,2019,5,Maig,7,23,Nit,Tractor camió,T 430 T4X2 ADR E6,RENAULT,Blanc,E C,13
6272,2019S003133    ,Dc,2019,4,Abril,24,16,Tarda,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
6273,2019S002611    ,Dc,2019,4,Abril,3,14,Tarda,Autobús,O 530,MERCEDES-BENZ,Desconegut,D,11
6274,2019S007044    ,Dc,2019,9,Setembre,11,23,Nit,Bicicleta,Desconegut,Desconegut,Negre,Es desconeix,Desconegut
6275,2019S001669    ,Ds,2019,3,Març,2,17,Tarda,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
6276,2019S001669    ,Ds,2019,3,Març,2,17,Tarda,Taxi,PRIUS,TOYOTA,Negre/Groc,B,11
6277,2019S009764    ,Dc,2019,12,Desembre,18,23,Nit,Ciclomotor,JET 14 50,S.Y.M,Vermell,B,1
6278,2019S009764    ,Dc,2019,12,Desembre,18,23,Nit,Turisme,GLC 250 D 4MATIC,MERCEDES-BENZ,Negre,B,46
6279,2019S004931    ,Dg,2019,6,Juny,23,15,Tarda,Ciclomotor,VESPA LX50,PIAGGIO,Desconegut,B,2
6280,2019S004931    ,Dg,2019,6,Juny,23,15,Tarda,Turisme,MEGANE COUPE,RENAULT,Blanc,B,30
6281,2019S001507    ,Dl,2019,2,Febrer,25,17,Tarda,Furgoneta,VITO,MERCEDES,Negre,B,4
6282,2019S001507    ,Dl,2019,2,Febrer,25,17,Tarda,Turisme,A6,AUDI,Negre,B,22
6283,2019S004456    ,Dj,2019,6,Juny,6,18,Tarda,Motocicleta,RKV 125,KEEWAY,Negre,A2,6
6284,2019S004456    ,Dj,2019,6,Juny,6,18,Tarda,Turisme,X3 SDRIVE18D,BMW,Blanc,B,13
6285,2019S002556    ,Dm,2019,4,Abril,2,12,Matí,Turisme,206,PEUGEOT,Blau,B,42
6286,2019S002556    ,Dm,2019,4,Abril,2,12,Matí,Turisme,GOLF,VOLKSWAGEN,Negre,B,32
6287,2019S002556    ,Dm,2019,4,Abril,2,12,Matí,Turisme,TIGUAN,VOLKSWAGEN,Marró,B,20
6288,2019S008590    ,Dc,2019,11,Novembre,6,16,Tarda,Autobús,O 530 G,MERCEDES-BENZ,Vermell,D,6
6289,2019S006465    ,Ds,2019,8,Agost,17,0,Nit,Motocicleta,CB500FA,HONDA,Negre,A2,7
6290,2019S006465    ,Ds,2019,8,Agost,17,0,Nit,Turisme,A 180,MERCEDES,Negre,B,1
6291,2019S000725    ,Dg,2019,1,Gener,27,23,Nit,Turisme,206,PEUGEOT,Gris,B,45
6292,2019S000725    ,Dg,2019,1,Gener,27,23,Nit,Turisme,CORSA,OPEL,Gris,B,4
6293,2019S000725    ,Dg,2019,1,Gener,27,23,Nit,Turisme,FIESTA,FORD,Negre,B,Desconegut
6294,2019S008929    ,Dm,2019,11,Novembre,19,9,Matí,Furgoneta,BERLINGO,CITROEN,Desconegut,B,16
6295,2019S008929    ,Dm,2019,11,Novembre,19,9,Matí,Motocicleta,AGILITY CITY 125,KYMCO,Negre,B,13
6296,2019S008750    ,Dl,2019,11,Novembre,11,20,Tarda,"Camió rígid <= 3,5 tones",35C14,BARBANY,Blanc,B,10
6297,2019S008750    ,Dl,2019,11,Novembre,11,20,Tarda,Motocicleta,HW125 XENT,YAMAHA,Blanc,Desconegut,Desconegut
6298,2019S009690    ,Dl,2019,12,Desembre,16,19,Tarda,Motocicleta,PES125,HONDA,Desconegut,B,4
6299,2019S009690    ,Dl,2019,12,Desembre,16,19,Tarda,Motocicleta,VULCAN S,KAWASAKI,Desconegut,B,30
6300,2019S008366    ,Dm,2019,10,Octubre,29,14,Tarda,Veh. mobilitat personal amb motor,M-365,XIAOMI,Blanc,Desconegut,Desconegut
6301,2019S001123    ,Dm,2019,2,Febrer,12,12,Matí,"Camió rígid <= 3,5 tones",PORTER ELE,PIAGGIO,Blanc,C,32
6302,2019S001123    ,Dm,2019,2,Febrer,12,12,Matí,Motocicleta,Satelis,PEUGEOT,Blanc,A,1
6303,2019S005786    ,Dg,2019,7,Juliol,21,15,Tarda,Bicicleta,Desconegut,BH,Negre,Desconegut,Desconegut
6304,2019S005787    ,Dg,2019,7,Juliol,21,16,Tarda,Motocicleta,PES125,HONDA,Verd,B,14
6305,2019S005787    ,Dg,2019,7,Juliol,21,16,Tarda,Veh. mobilitat personal amb motor,Desconegut,XIAOMI,Negre,Desconegut,Desconegut
6306,2019S002367    ,Dm,2019,3,Març,26,18,Tarda,Motocicleta,S 02,SCUTUM,Desconegut,A,31
6307,2019S001209    ,Dj,2019,2,Febrer,14,20,Tarda,Motocicleta,SH 150,HONDA,Desconegut,A,8
6308,2019S001209    ,Dj,2019,2,Febrer,14,20,Tarda,Turisme,Altea,SEAT,Blanc,B,25
6309,2019S001475    ,Dg,2019,2,Febrer,24,16,Tarda,Veh. mobilitat personal amb motor,M-365,XIAOMI,Blanc,Sense permís,Desconegut
6310,2019S007761    ,Dm,2019,10,Octubre,8,8,Matí,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
6311,2019S007761    ,Dm,2019,10,Octubre,8,8,Matí,Veh. mobilitat personal amb motor,Desconegut,XIAOMI,Negre,Desconegut,Desconegut
6312,2019S007398    ,Dj,2019,9,Setembre,26,8,Matí,Ciclomotor,VESPA LX50,PIAGGIO,Desconegut,AM,12
6313,2019S007398    ,Dj,2019,9,Setembre,26,8,Matí,Veh. mobilitat personal amb motor,Desconegut,Desconegut,Desconegut,Sense permís,Desconegut
6314,2019S002132    ,Dm,2019,3,Març,19,8,Matí,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut
6315,2019S005597    ,Dl,2019,7,Juliol,15,13,Matí,Motocicleta,YP125R,YAMAHA,Negre,B,5
6316,2019S005597    ,Dl,2019,7,Juliol,15,13,Matí,Turisme,DS 5,CITROEN,Negre,B,30
6317,2019S005396    ,Dl,2019,7,Juliol,8,16,Tarda,Motocicleta,ER-6N,KAWASAKI,Verd,B,8
6318,2019S005396    ,Dl,2019,7,Juliol,8,16,Tarda,Taxi,C-ELYSEE ECO-GLV,CITROEN,Negre/Groc,B,11
6319,2019S009441    ,Ds,2019,12,Desembre,7,12,Matí,Veh. mobilitat personal amb motor,M-365,XIAOMI,Negre,Desconegut,Desconegut
6320,2019S005599    ,Dl,2019,7,Juliol,15,12,Matí,Motocicleta,BLD 125 4T,DERBI,Negre,A1,24
6321,2019S005599    ,Dl,2019,7,Juliol,15,12,Matí,Turisme,TOYOTA PRIUS PLUS,TOYOTA,Negre/Groc,B,11
6322,2019S001899    ,Dl,2019,3,Març,11,15,Tarda,Taxi,TOLEDO,SEAT,Negre/Groc,B,2
6323,2019S001899    ,Dl,2019,3,Març,11,15,Tarda,Turisme,JUKE,NISSAN,Blanc,B,6
6324,2019S004803    ,Dc,2019,6,Juny,19,16,Tarda,Furgoneta,KANGOO,RENAULT,Taronja,B,17
6325,2019S004803    ,Dc,2019,6,Juny,19,16,Tarda,Veh. mobilitat personal amb motor,Desconegut,Desconegut,Negre,Desconegut,Desconegut
6326,2019S007228    ,Dj,2019,9,Setembre,19,15,Tarda,Motocicleta,UH200A,SUZUKI,Blanc,A,40
6327,2019S007228    ,Dj,2019,9,Setembre,19,15,Tarda,Turisme,TOYOTA PRIUS PLUS,TOYOTA,Negre/Groc,B,11
6328,2019S001791    ,Dj,2019,3,Març,7,7,Matí,Motocicleta,WW125EX,HONDA,Blanc,B,7
6329,2019S001791    ,Dj,2019,3,Març,7,7,Matí,Turisme,I 10,HYUNDAI,Blau,B,34
6330,2019S007204    ,Dc,2019,9,Setembre,18,16,Tarda,Turisme,SANDERO,DACIA,Blanc,B,32
6331,2019S004721    ,Dg,2019,6,Juny,16,22,Nit,Motocicleta,K-XCT 125 ABS,KYMCO,Gris,B,19
6332,2019S004721    ,Dg,2019,6,Juny,16,22,Nit,Turisme,TOLEDO ECOMOTIVE,SEAT,Negre/Groc,B,42
6333,2019S006738    ,Dv,2019,8,Agost,30,17,Tarda,Ciclomotor,SCARABEO 50,APRILIA,Negre,Desconegut,Desconegut
6334,2019S006738    ,Dv,2019,8,Agost,30,17,Tarda,Motocicleta,TWEET,PEUGEOT,Blau,B,9
6335,2019S006738    ,Dv,2019,8,Agost,30,17,Tarda,Turisme,RAPID,SKODA,Negre/Groc,B,25
6336,2019S000180    ,Dc,2019,1,Gener,9,9,Matí,Ciclomotor,SYMPHONY,SYM,Gris,A,12
6337,2019S000180    ,Dc,2019,1,Gener,9,9,Matí,Taxi,TOLEDO,SEAT,Negre/Groc,B,39
6338,2019S006311    ,Dj,2019,8,Agost,8,18,Tarda,Turisme,Q5,AUDI,Blanc,Desconegut,Desconegut
6339,2019S006311    ,Dj,2019,8,Agost,8,18,Tarda,Turisme,TOYOTA AURIS,TOYOTA,Desconegut,B,48
6340,2019S006784    ,Dg,2019,9,Setembre,1,23,Nit,Motocicleta,TWEET,PEUGEOT,Blau,B,8
6341,2019S006784    ,Dg,2019,9,Setembre,1,23,Nit,Turisme,GOLF,VOLKSWAGEN,Negre,B,8
6342,2019S004967    ,Dm,2019,6,Juny,25,17,Tarda,Motocicleta,CB 600F,HONDA,Negre,A,2
6343,2019S004967    ,Dm,2019,6,Juny,25,17,Tarda,Turisme,216D GRAN TOURER,BMW,Blau,B,21
6344,2019S007467    ,Ds,2019,9,Setembre,28,12,Matí,Motocicleta,FORZA,HONDA,Blanc,B,9
6345,2019S007467    ,Ds,2019,9,Setembre,28,12,Matí,Turisme,JAGUAR XF,JAGUAR,Desconegut,B,53
6346,2019S007078    ,Dv,2019,9,Setembre,13,13,Matí,Motocicleta,CBF 250,HONDA,Negre,A,4
6347,2019S007078    ,Dv,2019,9,Setembre,13,13,Matí,Taxi,C ELYSEE ECO-GLV,CITROEN,Desconegut,B,2
6348,2019S005378    ,Dl,2019,7,Juliol,8,7,Matí,Motocicleta,VL 800,SUZUKI,Negre,A,6
