,Numero_expedient,Dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_tipus_vehicle,Descripcio_model,Descripcio_marca,Descripcio_color,Descripcio_carnet,Antiguitat_carnet
6349,2019S003272    ,Dl,2019,4,Abril,29,14,Tarda,Motocicleta,AGILITY CITY 125,KYMCO,Blanc,B,2
6350,2019S003272    ,Dl,2019,4,Abril,29,14,Tarda,Motocicleta,CIGNUS,YAMAHA,Gris,B,44
6351,2019S009076    ,Dv,2019,11,Novembre,22,20,Tarda,Turisme,Superb,SKODA,Negre,B,8
6352,2019S002838    ,Dc,2019,4,Abril,10,15,Tarda,Motocicleta,CBF600N,HONDA,Gris,B,9
6353,2019S002838    ,Dc,2019,4,Abril,10,15,Tarda,Turisme,A4,A.U.D.I.,Gris,B,24
6354,2019S003746    ,Dc,2019,5,Maig,15,18,Tarda,Bicicleta, ,ES DESCONEIX,Negre,Desconegut,Desconegut
6355,2019S001306    ,Dl,2019,2,Febrer,18,17,Tarda,Motocicleta,PS 125,HONDA,Negre,B,22
6356,2019S001306    ,Dl,2019,2,Febrer,18,17,Tarda,Turisme,JUKE,NISSAN,Gris,B,6
6357,2019S009212    ,Dj,2019,11,Novembre,28,14,Tarda,Motocicleta,MILER 125,KYMCO,Marró,B,15
6358,2019S009212    ,Dj,2019,11,Novembre,28,14,Tarda,Motocicleta,SYMPHONY 125 SR,S.Y.M,Negre,B,24
6359,2019S009484    ,Dl,2019,12,Desembre,9,16,Tarda,Furgoneta,BOXER,PEUGEOT,Blanc,B,34
6360,2019S009484    ,Dl,2019,12,Desembre,9,16,Tarda,Motocicleta,YP250R,YAMAHA,Gris,A,40
6361,2019S008461    ,Ds,2019,11,Novembre,2,17,Tarda,Motocicleta,X-MAX 125(Y125R),YAMAHA,Negre,B,15
6362,2019S008461    ,Ds,2019,11,Novembre,2,17,Tarda,Turisme,FIESTA,FORD,Blau,B,1
6363,2019S000331    ,Dl,2019,1,Gener,14,16,Tarda,Motocicleta,SYMPHONY,SYM,Gris,A,4
6364,2019S000331    ,Dl,2019,1,Gener,14,16,Tarda,Turisme,CLIO,RENAULT,Gris,B,58
6365,2019S009862    ,Ds,2019,12,Desembre,21,22,Nit,Bicicleta,Desconegut,ES DESCONEIX,Desconegut,Desconegut,Desconegut
6366,2019S009862    ,Ds,2019,12,Desembre,21,22,Nit,Turisme,CADDY,VOLKSWAGEN,Negre/Groc,B,28
6367,2019S005064    ,Dj,2019,6,Juny,27,20,Tarda,Motocicleta,SYMPHONY 125 SR,S.Y.M,Blanc,B,41
6368,2019S005064    ,Dj,2019,6,Juny,27,20,Tarda,Taxi,TOLEDO,SEAT,Desconegut,B,22
6369,2019S007140    ,Dl,2019,9,Setembre,16,15,Tarda,Motocicleta,UK 110,SUZUKI,Blau,B,10
6370,2019S007140    ,Dl,2019,9,Setembre,16,15,Tarda,Turisme,A3,AUDI,Verd,B,52
6371,2019S001165    ,Dc,2019,2,Febrer,13,15,Tarda,Motocicleta,SH 300,HONDA,Negre,B,20
6372,2019S001165    ,Dc,2019,2,Febrer,13,15,Tarda,Turisme,207,PEUGEOT,Gris,B,5
6373,2019S006739    ,Dv,2019,8,Agost,30,18,Tarda,Tot terreny,RANGE ROVE,LAND ROVER,Verd,B,3
6374,2019S006739    ,Dv,2019,8,Agost,30,18,Tarda,Turisme,IBIZA,SEAT,Blanc,B,15
6375,2019S006739    ,Dv,2019,8,Agost,30,18,Tarda,Turisme,LEON 1.9,SEAT,Negre,Desconegut,Desconegut
6376,2019S004836    ,Dj,2019,6,Juny,20,12,Matí,Motocicleta,SUPER DINK 125,KYMCO,Blanc,B,14
6377,2019S004836    ,Dj,2019,6,Juny,20,12,Matí,Turisme,CIVIC 3P TYPE R,HONDA,Gris,B,16
6378,2019S002001    ,Dj,2019,3,Març,14,16,Tarda,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
6379,2019S002001    ,Dj,2019,3,Març,14,16,Tarda,Turisme,OUTLANDER,MITSUBISHI,Negre,B,28
6380,2019S000327    ,Dl,2019,1,Gener,14,14,Tarda,Motocicleta,MTN850-A,YAMAHA,Gris,A,17
6381,2019S000327    ,Dl,2019,1,Gener,14,14,Tarda,Turisme,C3,CITROEN,Blanc,B,56
6382,2019S007166    ,Dm,2019,9,Setembre,17,16,Tarda,Ciclomotor,NOVA 3000,EMCO,Verd,A1,1
6383,2019S007166    ,Dm,2019,9,Setembre,17,16,Tarda,Furgoneta,BERLINGO BLUEHDI 75 FU,CITROEN,Blanc,B,10
6384,2019S002678    ,Dv,2019,4,Abril,5,15,Tarda,Motocicleta,NSC110WH,HONDA,Vermell,A,25
6385,2019S002678    ,Dv,2019,4,Abril,5,15,Tarda,Turisme,LEON,SEAT,Gris,B,10
6386,2019S002679    ,Dv,2019,4,Abril,5,15,Tarda,Turisme,CLIO,RENAULT,Blanc,B,18
6387,2019S002679    ,Dv,2019,4,Abril,5,15,Tarda,Turisme,LEON SC,SEAT,Vermell,B,11
6388,2019S000115    ,Dg,2019,1,Gener,6,6,Matí,Turisme,5008,PEUGEOT,Negre,B,11
6389,2019S000115    ,Dg,2019,1,Gener,6,6,Matí,Turisme,ALTEA 1.6,SEAT,Gris,Desconegut,Desconegut
6390,2019S000115    ,Dg,2019,1,Gener,6,6,Matí,Turisme,COOPER MAN,BMW,Blanc,Desconegut,Desconegut
6391,2019S000115    ,Dg,2019,1,Gener,6,6,Matí,Turisme,TOYOTA RAV,TOYOTA,Gris,Desconegut,Desconegut
6392,2019S000649    ,Dj,2019,1,Gener,24,15,Tarda,Motocicleta,T MAX,YAMAHA,Blau,A,32
6393,2019S000649    ,Dj,2019,1,Gener,24,15,Tarda,Motocicleta,YP 125,YAMAHA,Blanc,B,11
6394,2019S003467    ,Dl,2019,5,Maig,6,14,Tarda,Furgoneta,DOKKER,DACIA,Blanc,B,44
6395,2019S003467    ,Dl,2019,5,Maig,6,14,Tarda,Motocicleta,BONNEVILLE T100,TRIUMPH,Negre,A,7
6396,2019S009580    ,Dj,2019,12,Desembre,12,18,Tarda,Motocicleta,SYMPHONY 125 S,S.Y.M,Blanc,B,4
6397,2019S009580    ,Dj,2019,12,Desembre,12,18,Tarda,Turisme,SPORTAGE,KIA,Desconegut,B,25
6398,2019S000369    ,Dm,2019,1,Gener,15,14,Tarda,Motocicleta,CBR 125,HONDA,Vermell,B,16
6399,2019S000369    ,Dm,2019,1,Gener,15,14,Tarda,Motocicleta,VESPA,PIAGGIO,Verd,B,22
6400,2019S004519    ,Dv,2019,6,Juny,7,14,Tarda,Autobús,7900,VOLVO,Vermell,D,27
6401,2019S006295    ,Dc,2019,8,Agost,7,20,Tarda,Autobús,O 530,MERCEDES-BENZ,Desconegut,D,12
6402,2019S004670    ,Dv,2019,6,Juny,14,15,Tarda,Motocicleta,TIGER 800XC ABS,TRIUMPH,Gris,A,9
6403,2019S004670    ,Dv,2019,6,Juny,14,15,Tarda,Turisme,IBIZA,SEAT,Gris,B,37
6404,2019S005914    ,Dj,2019,7,Juliol,25,15,Tarda,Altres vehicles amb motor,RAVO 540 STH,RAVO,Marró,B,10
6405,2019S007523    ,Dm,2019,10,Octubre,1,9,Matí,Motocicleta,WW125EX2,HONDA,Vermell,A1,4
6406,2019S007873    ,Dj,2019,10,Octubre,10,13,Matí,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
6407,2019S007235    ,Dj,2019,9,Setembre,19,16,Tarda,Motocicleta,NXC 125,YAMAHA,Gris,B1,Desconegut
6408,2019S007235    ,Dj,2019,9,Setembre,19,16,Tarda,Turisme,A4 1.9,AUDI,Negre,B,5
6409,2019S005845    ,Dm,2019,7,Juliol,23,16,Tarda,Motocicleta,TWEET,PEUGEOT,Verd,B,8
6410,2019S005845    ,Dm,2019,7,Juliol,23,16,Tarda,Turisme,"KONA, KAUAI",HYUNDAI,Gris,B,46
6411,2019S005845    ,Dm,2019,7,Juliol,23,16,Tarda,Turisme,TOYOTA AURIS,TOYOTA,Blanc,B,27
6412,2019S002601    ,Dc,2019,4,Abril,3,13,Matí,Furgoneta,JUMPY TALLA M BLUEHDI,CITROEN,Desconegut,B,13
6413,2019S002601    ,Dc,2019,4,Abril,3,13,Matí,Veh. mobilitat personal amb motor,Desconegut,Desconegut,Desconegut,Sense permís,Desconegut
6414,2019S005747    ,Dv,2019,7,Juliol,19,20,Tarda,Motocicleta,SH 125,HONDA,Blau,Es desconeix,Desconegut
6415,2019S005747    ,Dv,2019,7,Juliol,19,20,Tarda,Motocicleta,VL 250,SUZUKI,Negre,A2,9
6416,2019S005468    ,Dc,2019,7,Juliol,10,20,Tarda,"Camió rígid > 3,5 tones",ML90E18,IVECO BUS,Desconegut,B,28
6417,2019S005468    ,Dc,2019,7,Juliol,10,20,Tarda,Furgoneta,HIACE,TOYOTA,Gris,Desconegut,Desconegut
6418,2019S002926    ,Ds,2019,4,Abril,13,19,Tarda,Motocicleta,SH 100,HONDA,Gris,B,5
6419,2019S002926    ,Ds,2019,4,Abril,13,19,Tarda,Turisme,307 1.6,PEUGEOT,Vermell,Desconegut,Desconegut
6420,2019S002801    ,Dm,2019,4,Abril,9,16,Tarda,Bicicleta,Desconegut,BH,Blau,Desconegut,Desconegut
6421,2019S002801    ,Dm,2019,4,Abril,9,16,Tarda,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut
6422,2019S002801    ,Dm,2019,4,Abril,9,16,Tarda,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut
6423,2019S002801    ,Dm,2019,4,Abril,9,16,Tarda,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut
6424,2019S002801    ,Dm,2019,4,Abril,9,16,Tarda,Bicicleta,ROCKRIDER,DECATHLON,Gris,Desconegut,Desconegut
6425,2019S002801    ,Dm,2019,4,Abril,9,16,Tarda,Furgoneta,JUMPER 2.0,CITROEN,Blanc,B,9
6426,2019S002801    ,Dm,2019,4,Abril,9,16,Tarda,Motocicleta,COMPAY 125 CUSTOM,APRILIA,Desconegut,Desconegut,Desconegut
6427,2019S002801    ,Dm,2019,4,Abril,9,16,Tarda,Motocicleta,JOYRIDE 125 EVO,S.Y.M,Desconegut,Desconegut,Desconegut
6428,2019S002801    ,Dm,2019,4,Abril,9,16,Tarda,Motocicleta,RAMBLA 125,DERBI,Desconegut,Desconegut,Desconegut
6429,2019S002801    ,Dm,2019,4,Abril,9,16,Tarda,Motocicleta,SCV100,HONDA,Desconegut,Desconegut,Desconegut
6430,2019S002801    ,Dm,2019,4,Abril,9,16,Tarda,Motocicleta,SES 125,HONDA,Desconegut,Desconegut,Desconegut
6431,2019S002801    ,Dm,2019,4,Abril,9,16,Tarda,Turisme,CITIGO,SKODA,Negre,B,1
6432,2019S002801    ,Dm,2019,4,Abril,9,16,Tarda,Turisme,MAZDA 6,MAZDA,Gris,B,15
6433,2019S008439    ,Dj,2019,10,Octubre,31,21,Tarda,Turisme,PRIUS ECO,TOYOTA,Negre/Groc,B,3
6434,2019S009752    ,Dl,2019,12,Desembre,16,20,Tarda,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut
6435,2019S003410    ,Dv,2019,5,Maig,3,21,Tarda,Motocicleta,SH 125,HONDA,Blanc,B,4
6436,2019S003410    ,Dv,2019,5,Maig,3,21,Tarda,Turisme,118 D,BMW,Negre,B,5
6437,2019S005684    ,Dc,2019,7,Juliol,17,18,Tarda,Turisme,MEGANE SCENIC,RENAULT,Gris,B,38
6438,2019S001865    ,Ds,2019,3,Març,9,16,Tarda,Bicicleta,Desconegut,GIANT,Desconegut,Desconegut,Desconegut
6439,2019S001865    ,Ds,2019,3,Març,9,16,Tarda,Ciclomotor,VESPA LX50,PIAGGIO,Verd,B,12
6440,2019S009876    ,Dg,2019,12,Desembre,22,14,Tarda,Motocicleta,HW 125,YAMAHA,Gris,B,12
6441,2019S009876    ,Dg,2019,12,Desembre,22,14,Tarda,Taxi,LEON ST,SEAT,Negre/Groc,B,39
6442,2019S006989    ,Dl,2019,9,Setembre,9,16,Tarda,Furgoneta,BOXER FURGÓN 330 L1 H1,PEUGEOT,Blanc,B,17
6443,2019S004243    ,Dv,2019,5,Maig,31,17,Tarda,Autobús,NL243F/GNC,MAN,Desconegut,D,28
6444,2019S004243    ,Dv,2019,5,Maig,31,17,Tarda,Veh. mobilitat personal amb motor, ,XIAOMI,Desconegut,B,17
6445,2019S003628    ,Ds,2019,5,Maig,11,14,Tarda,Motocicleta,AQUILA 125,HYOSUNG,Negre,B,48
6446,2019S003628    ,Ds,2019,5,Maig,11,14,Tarda,Turisme,320D MAN,BMW,Gris,B,29
6447,2019S008146    ,Dl,2019,10,Octubre,21,18,Tarda,Bicicleta,Desconegut,ES DESCONEIX,Desconegut,B,3
6448,2019S008146    ,Dl,2019,10,Octubre,21,18,Tarda,Turisme,RENEGADE,JEEP,Gris,B,1
6449,2019S005242    ,Dc,2019,7,Juliol,3,17,Tarda,Turisme,ASTRA GTC,OPEL,Blanc,B,35
6450,2019S005242    ,Dc,2019,7,Juliol,3,17,Tarda,Veh. mobilitat personal amb motor, ,XIAOMI,Negre,Desconegut,Desconegut
6451,2019S009372    ,Dc,2019,12,Desembre,4,17,Tarda,Turisme,IBIZA 1.9,SEAT,Gris,B,57
6452,2019S000888    ,Dg,2019,2,Febrer,3,13,Matí,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
6453,2019S007399    ,Dj,2019,9,Setembre,26,9,Matí,Turisme,307 1.6,PEUGEOT,Gris,B,8
6454,2019S007399    ,Dj,2019,9,Setembre,26,9,Matí,Veh. mobilitat personal amb motor,M-365,XIAOMI,Negre,Desconegut,Desconegut
6455,2019S008517    ,Dl,2019,11,Novembre,4,16,Tarda,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut
6456,2019S008517    ,Dl,2019,11,Novembre,4,16,Tarda,Turisme,LEON ST,SEAT,Blau,B,33
6457,2019S000597    ,Dm,2019,1,Gener,22,19,Tarda,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut
6458,2019S000597    ,Dm,2019,1,Gener,22,19,Tarda,Turisme,LEON,SEAT,Negre,B,31
6459,2019S003995    ,Dj,2019,5,Maig,23,22,Nit,Motocicleta,SCV100,HONDA,Gris,B,11
6460,2019S003995    ,Dj,2019,5,Maig,23,22,Nit,Motocicleta,SV 125,DAELIM,Blanc,B,20
6461,2019S008785    ,Dc,2019,11,Novembre,13,9,Matí,Furgoneta,KANGOO,RENAULT,Blanc,B,35
6462,2019S008785    ,Dc,2019,11,Novembre,13,9,Matí,Motocicleta,UH 125,SUZUKI,Blanc,A1,16
6463,2019S002198    ,Dj,2019,3,Març,21,9,Matí,Motocicleta,X Max,YAMAHA,Gris,A,8
6464,2019S002198    ,Dj,2019,3,Març,21,9,Matí,Turisme,IBIZA,SEAT,Blanc,B,1
6465,2019S002751    ,Dl,2019,4,Abril,8,12,Matí,Motocicleta,WW125,HONDA,Gris,A,7
6466,2019S002751    ,Dl,2019,4,Abril,8,12,Matí,Turisme,IBIZA,SEAT,Groc,B,18
6467,2019S006208    ,Dg,2019,8,Agost,4,16,Tarda,Motocicleta,SH125D,HONDA,Gris,B,12
6468,2019S006208    ,Dg,2019,8,Agost,4,16,Tarda,Turisme,GOLF,VOLKSWAGEN,Negre,B,10
6469,2019S004830    ,Dj,2019,6,Juny,20,9,Matí,Autobús,591E 12 29,IRISBUS,Groc,D,12
6470,2019S004830    ,Dj,2019,6,Juny,20,9,Matí,Autobús,NM 233 F URBANO,MAN,Vermell,D,12
6471,2019S004830    ,Dj,2019,6,Juny,20,9,Matí,Motocicleta,MEDLEY,PIAGGIO,Blanc,B,11
6472,2019S004830    ,Dj,2019,6,Juny,20,9,Matí,Turisme,PRIUS ECO,TOYOTA,Negre/Groc,B,28
6473,2019S005588    ,Dl,2019,7,Juliol,15,10,Matí,Turisme,A 180 CDI,MERCEDES-BENZ,Gris,B,33
6474,2019S008336    ,Dl,2019,10,Octubre,28,13,Matí,Motocicleta,AGILITY CITY 125,KYMCO,Blau,A2,8
6475,2019S008336    ,Dl,2019,10,Octubre,28,13,Matí,Turisme,I 20,HYUNDAI,Vermell,B,47
6476,2019S002553    ,Dm,2019,4,Abril,2,10,Matí,Motocicleta,HD2 125,SYM,Negre,B,6
6477,2019S002553    ,Dm,2019,4,Abril,2,10,Matí,Motocicleta,SH300A,HONDA,Negre,A,24
6478,2019S008532    ,Dm,2019,11,Novembre,5,7,Matí,Furgoneta,CRAFTER,VOLKSWAGEN,Blanc,B,10
6479,2019S000784    ,Dc,2019,1,Gener,30,11,Matí,Ciclomotor,SCOOPY,HONDA,Gris,AM,16
6480,2019S000784    ,Dc,2019,1,Gener,30,11,Matí,Motocicleta,BELLVILLE,PEUGEOT,Gris,B,4
6481,2019S000784    ,Dc,2019,1,Gener,30,11,Matí,Motocicleta,HD 125,SYM,Gris,B,16
6482,2019S000973    ,Dc,2019,2,Febrer,6,17,Tarda,Taxi,OCTAVIA,SKODA,Negre/Groc,B,12
6483,2019S000973    ,Dc,2019,2,Febrer,6,17,Tarda,Turisme,TIGUAN,VOLKSWAGEN,Negre,B,12
6484,2019S004999    ,Dc,2019,6,Juny,26,14,Tarda,Motocicleta,MT 03,YAMAHA,Gris,A,23
6485,2019S004999    ,Dc,2019,6,Juny,26,14,Tarda,Turisme,JOHN COOPER WORKS,MINI,Negre,B,4
6486,2019S004350    ,Dl,2019,6,Juny,3,14,Tarda,Autobús,CITYCLASS GNC,IRISBUS,Vermell,D,16
6487,2019S004350    ,Dl,2019,6,Juny,3,14,Tarda,Turisme,C3 PURETECH 82 GLP FEE,CITROEN,Blau,B,19
6488,2019S006235    ,Dl,2019,8,Agost,5,17,Tarda,Motocicleta,HARLEY-DAVIDSON STREET,HARLEY DAVIDSON,Negre,A,17
6489,2019S006235    ,Dl,2019,8,Agost,5,17,Tarda,Turisme,GOLF,VOLKSWAGEN,Gris,B,5
6490,2019S005651    ,Dm,2019,7,Juliol,16,19,Tarda,Turisme,LEON,SEAT,Vermell,B,29
6491,2019S005651    ,Dm,2019,7,Juliol,16,19,Tarda,Veh. mobilitat personal amb motor,M-365,XIAOMI,Negre,Desconegut,Desconegut
6492,2019S009769    ,Dg,2019,12,Desembre,22,14,Tarda,Motocicleta,LIBERTY 125,PIAGGIO,Desconegut,B,3
6493,2019S009769    ,Dg,2019,12,Desembre,22,14,Tarda,Turisme,POLO,VOLKSWAGEN,Negre,B,20
6494,2019S004179    ,Dj,2019,5,Maig,30,10,Matí,Turisme,SX 4,SUZUKI,Gris,B,29
6495,2019S006136    ,Dj,2019,8,Agost,1,15,Tarda,Motocicleta,BEVERLY 350 SPORTOURIN,PIAGGIO,Gris,A,20
6496,2019S006136    ,Dj,2019,8,Agost,1,15,Tarda,Taxi,TOLEDO,SEAT,Negre/Groc,B,25
6497,2019S002697    ,Dv,2019,4,Abril,5,20,Tarda,Ciclomotor,YN 50,YAMAHA,Negre,AM,16
6498,2019S002697    ,Dv,2019,4,Abril,5,20,Tarda,Motocicleta,DUKE,KTM,Taronja,B,5
6499,2019S001058    ,Ds,2019,2,Febrer,9,19,Tarda,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
6500,2019S001058    ,Ds,2019,2,Febrer,9,19,Tarda,Motocicleta,YZF 600,YAMAHA,Negre,A2,1
6501,2019S001058    ,Ds,2019,2,Febrer,9,19,Tarda,Turisme,FIESTA,FORD,Negre,B,12
6502,2019S006997    ,Dg,2019,9,Setembre,8,11,Matí,Autobús,LION S CITY CHASSIS,CARROCERA CASTROSUA SA,Vermell,D,12
6503,2019S000170    ,Dm,2019,1,Gener,8,19,Tarda,Motocicleta,HD 125,SYM,Blanc,B,13
6504,2019S000170    ,Dm,2019,1,Gener,8,19,Tarda,Turisme,118I,BMW,Negre,B,18
6505,2019S003672    ,Dl,2019,5,Maig,13,14,Tarda,Furgoneta,JUMPY,CITROEN,Blanc,B,29
6506,2019S008431    ,Dc,2019,10,Octubre,30,21,Tarda,Ciclomotor,SH 50,HONDA,Desconegut,AM,2
6507,2019S006818    ,Dm,2019,9,Setembre,3,8,Matí,Autobús, ,IVECO BUS,Altres,D,14
6508,2019S007639    ,Dv,2019,10,Octubre,4,11,Matí,Motocicleta,LIBERTY,PIAGGIO,Gris,B,47
6509,2019S007639    ,Dv,2019,10,Octubre,4,11,Matí,Motocicleta,SES 150,HONDA,Negre,A,36
6510,2019S000631    ,Dc,2019,1,Gener,23,21,Tarda,Motocicleta,PS 125,HONDA,Gris,B,15
6511,2019S000631    ,Dc,2019,1,Gener,23,21,Tarda,Turisme,Lupo,VOLKSWAGEN,Negre,B,7
6512,2019S008808    ,Dc,2019,11,Novembre,13,18,Tarda,Autobús,NG 313 F,MAN,Vermell,D,28
6513,2019S003563    ,Dj,2019,5,Maig,9,14,Tarda,Motocicleta,SH 125,HONDA,Blanc,A1,19
6514,2019S003563    ,Dj,2019,5,Maig,9,14,Tarda,Motocicleta,X9 125 EVOLUT,PIAGGIO,Blau,B,15
6515,2019S000617    ,Dc,2019,1,Gener,23,19,Tarda,Furgoneta,SPRINTER,MERCEDES,Blanc,B,6
6516,2019S000617    ,Dc,2019,1,Gener,23,19,Tarda,Motocicleta,SH 125,HONDA,Negre,B,5
6517,2019S000782    ,Dc,2019,1,Gener,30,9,Matí,Motocicleta,XT 660,YAMAHA,Blanc,A,8
6518,2019S000782    ,Dc,2019,1,Gener,30,9,Matí,Turisme,C4,CITROEN,Blau,B,48
6519,2019S003200    ,Dv,2019,4,Abril,26,16,Tarda,Motocicleta,MONSTER 695,DUCATI,Negre,A2,13
6520,2019S003200    ,Dv,2019,4,Abril,26,16,Tarda,Motocicleta,XVS 650,YAMAHA,Taronja,A,35
6521,2019S003200    ,Dv,2019,4,Abril,26,16,Tarda,Turisme,208 5P ACCESS 1.6L BLU,PEUGEOT,Blanc,B,10
6522,2019S007263    ,Dv,2019,9,Setembre,20,15,Tarda,Motocicleta,SH125AD,HONDA,Blanc,B,16
6523,2019S007263    ,Dv,2019,9,Setembre,20,15,Tarda,Turisme,TOYOTA AURIS,TOYOTA,Blanc,B,33
6524,2019S001383    ,Dj,2019,2,Febrer,21,10,Matí,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
6525,2019S001383    ,Dj,2019,2,Febrer,21,10,Matí,Turisme,ASTRA,OPEL,Gris,B,46
6526,2019S007029    ,Dc,2019,9,Setembre,11,5,Nit,Turisme,TOYOTA PRIUS PLUS,TOYOTA,Negre/Groc,B,21
6527,2019S005743    ,Dv,2019,7,Juliol,19,16,Tarda,Turisme,TOYOTA PRIUS,TOYOTA,Negre/Groc,B,42
6528,2019S009659    ,Dg,2019,12,Desembre,15,17,Tarda,Motocicleta,MT 07,YAMAHA,Negre,A2,5
6529,2019S009659    ,Dg,2019,12,Desembre,15,17,Tarda,Motocicleta,NINJA 650 ABS,KAWASAKI,Negre,A2,6
6530,2019S003557    ,Dv,2019,5,Maig,10,7,Matí,Turisme,SERIE 3 328 I A,BMW,Gris,B,40
6531,2019S000387    ,Dc,2019,1,Gener,16,9,Matí,Turisme,Altea,SEAT,Blanc,B,18
6532,2019S000387    ,Dc,2019,1,Gener,16,9,Matí,Veh. mobilitat personal amb motor,Desconegut,LAMBERET,Desconegut,Desconegut,Desconegut
6533,2019S007341    ,Dm,2019,9,Setembre,24,0,Nit,Motocicleta,SH 100,HONDA,Desconegut,B,12
6534,2019S007341    ,Dm,2019,9,Setembre,24,0,Nit,Turisme,CIVIC 5DR,HONDA,Desconegut,B,28
6535,2019S003934    ,Dc,2019,5,Maig,22,9,Matí,Autobús,D12A420,VOLVO,Verd,D,8
6536,2019S003934    ,Dc,2019,5,Maig,22,9,Matí,Ciclomotor,LIBERTY 50 2T,PIAGGIO,Negre,B,1
6537,2019S000479    ,Dv,2019,1,Gener,18,22,Nit,Autobús, ,MAN,Groc,D,2
6538,2019S000669    ,Dv,2019,1,Gener,25,7,Matí,Motocicleta,ER-6N,KAWASAKI,Negre,A,2
6539,2019S000669    ,Dv,2019,1,Gener,25,7,Matí,Taxi,TOLEDO,SEAT,Negre/Groc,BTP,8
6540,2019S003641    ,Ds,2019,5,Maig,11,23,Nit,Taxi,TRANSIT,FORD,Negre/Groc,B,22
6541,2019S003641    ,Ds,2019,5,Maig,11,23,Nit,Turisme,A3 2.0,AUDI,Gris,B,2
6542,2019S002085    ,Dg,2019,3,Març,17,12,Matí,Furgoneta,TRAFIC,RENAULT,Beige,B,9
6543,2019S002085    ,Dg,2019,3,Març,17,12,Matí,Motocicleta,SH 125,HONDA,Desconegut,B,4
6544,2019S002632    ,Dj,2019,4,Abril,4,16,Tarda,Motocicleta,MILER 125,KYMCO,Desconegut,A,11
6545,2019S002632    ,Dj,2019,4,Abril,4,16,Tarda,Taxi,LODGY,DACIA,Negre/Groc,B,4
6546,2019S001545    ,Dm,2019,2,Febrer,26,16,Tarda,Motocicleta,YAGER GT 1,KYMCO,Desconegut,B,6
6547,2019S001545    ,Dm,2019,2,Febrer,26,16,Tarda,Turisme,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
6548,2019S001545    ,Dm,2019,2,Febrer,26,16,Tarda,Turisme,FIAT 500,FIAT,Gris,Desconegut,Desconegut
6549,2019S004493    ,Dv,2019,6,Juny,7,21,Tarda,Taxi,TOLEDO,SEAT,Negre/Groc,B,4
6550,2019S004493    ,Dv,2019,6,Juny,7,21,Tarda,Turisme,500,FIAT,Blau,B,11
6551,2019S005939    ,Dv,2019,7,Juliol,26,14,Tarda,Motocicleta,NINJA 300,KAWASAKI,Verd,A2,4
6552,2019S005939    ,Dv,2019,7,Juliol,26,14,Tarda,Turisme,C3,CITROEN,Gris,B,27
6553,2019S001301    ,Dl,2019,2,Febrer,18,14,Tarda,Furgoneta,DUCATO,FIAT,Blanc,B,12
6554,2019S005625    ,Dm,2019,7,Juliol,16,8,Matí,Bicicleta, ,BTWIN,Negre,Desconegut,Desconegut
6555,2019S005625    ,Dm,2019,7,Juliol,16,8,Matí,Veh. mobilitat personal amb motor,M-365,XIAOMI,Gris,Desconegut,Desconegut
6556,2019S002241    ,Dv,2019,3,Març,22,14,Tarda,Motocicleta,SEVENTY FI,MASH,Blanc,B,14
6557,2019S002241    ,Dv,2019,3,Març,22,14,Tarda,Motocicleta,UH 125,SUZUKI,Gris,B,44
6558,2019S009904    ,Dl,2019,12,Desembre,23,11,Matí,Furgoneta,VITO MIXTA 114 CDI,MERCEDES-BENZ,Desconegut,B,30
6559,2019S009904    ,Dl,2019,12,Desembre,23,11,Matí,Motocicleta,SH125D,HONDA,Desconegut,B,15
6560,2019S009904    ,Dl,2019,12,Desembre,23,11,Matí,Turisme,QASHQAI+2,NISSAN,Desconegut,B,26
6561,2019S000877    ,Ds,2019,2,Febrer,2,14,Tarda,Motocicleta,SES 125,HONDA,Negre,B,11
6562,2019S000877    ,Ds,2019,2,Febrer,2,14,Tarda,Turisme,C4,CITROEN,Negre,B,3
6563,2019S007948    ,Dl,2019,10,Octubre,14,14,Tarda,Bicicleta, ,BICING,Desconegut,Desconegut,Desconegut
6564,2019S007948    ,Dl,2019,10,Octubre,14,14,Tarda,Motocicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
6565,2019S007948    ,Dl,2019,10,Octubre,14,14,Tarda,Motocicleta,GRAND DINK 125,KYMCO,Desconegut,B,24
6566,2019S005331    ,Dv,2019,7,Juliol,5,19,Tarda,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
