"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Edat any a any","Nombre"
2015,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","76 anys",66
2015,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","76 anys",39
2015,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","76 anys",61
2015,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","76 anys",124
2015,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","76 anys",59
2015,6,"Gràcia",28,"Vallcarca i els Penitents","Home","76 anys",38
2015,6,"Gràcia",29,"el Coll","Home","76 anys",25
2015,6,"Gràcia",30,"la Salut","Home","76 anys",37
2015,6,"Gràcia",31,"la Vila de Gràcia","Home","76 anys",110
2015,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","76 anys",91
2015,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","76 anys",78
2015,7,"Horta-Guinardó",34,"Can Baró","Home","76 anys",32
2015,7,"Horta-Guinardó",35,"el Guinardó","Home","76 anys",133
2015,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","76 anys",29
2015,7,"Horta-Guinardó",37,"el Carmel","Home","76 anys",130
2015,7,"Horta-Guinardó",38,"la Teixonera","Home","76 anys",52
2015,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","76 anys",26
2015,7,"Horta-Guinardó",40,"Montbau","Home","76 anys",18
2015,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","76 anys",23
2015,7,"Horta-Guinardó",42,"la Clota","Home","76 anys",2
2015,7,"Horta-Guinardó",43,"Horta","Home","76 anys",97
2015,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","76 anys",95
2015,8,"Nou Barris",45,"Porta","Home","76 anys",94
2015,8,"Nou Barris",46,"el Turó de la Peira","Home","76 anys",49
2015,8,"Nou Barris",47,"Can Peguera","Home","76 anys",10
2015,8,"Nou Barris",48,"la Guineueta","Home","76 anys",73
2015,8,"Nou Barris",49,"Canyelles","Home","76 anys",28
2015,8,"Nou Barris",50,"les Roquetes","Home","76 anys",51
2015,8,"Nou Barris",51,"Verdun","Home","76 anys",47
2015,8,"Nou Barris",52,"la Prosperitat","Home","76 anys",101
2015,8,"Nou Barris",53,"la Trinitat Nova","Home","76 anys",15
2015,8,"Nou Barris",54,"Torre Baró","Home","76 anys",5
2015,8,"Nou Barris",55,"Ciutat Meridiana","Home","76 anys",32
2015,8,"Nou Barris",56,"Vallbona","Home","76 anys",3
2015,9,"Sant Andreu",57,"la Trinitat Vella","Home","76 anys",28
2015,9,"Sant Andreu",58,"Baró de Viver","Home","76 anys",5
2015,9,"Sant Andreu",59,"el Bon Pastor","Home","76 anys",42
2015,9,"Sant Andreu",60,"Sant Andreu","Home","76 anys",155
2015,9,"Sant Andreu",61,"la Sagrera","Home","76 anys",85
2015,9,"Sant Andreu",62,"el Congrés i els Indians","Home","76 anys",36
2015,9,"Sant Andreu",63,"Navas","Home","76 anys",88
2015,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","76 anys",113
2015,10,"Sant Martí",65,"el Clot","Home","76 anys",62
2015,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","76 anys",35
2015,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","76 anys",13
2015,10,"Sant Martí",68,"el Poblenou","Home","76 anys",76
2015,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","76 anys",30
2015,10,"Sant Martí",70,"el Besòs i el Maresme","Home","76 anys",63
2015,10,"Sant Martí",71,"Provençals del Poblenou","Home","76 anys",66
2015,10,"Sant Martí",72,"Sant Martí de Provençals","Home","76 anys",121
2015,10,"Sant Martí",73,"la Verneda i la Pau","Home","76 anys",137
2015,1,"Ciutat Vella",1,"el Raval","Home","77 anys",92
2015,1,"Ciutat Vella",2,"el Barri Gòtic","Home","77 anys",34
2015,1,"Ciutat Vella",3,"la Barceloneta","Home","77 anys",48
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","77 anys",57
2015,2,"Eixample",5,"el Fort Pienc","Home","77 anys",81
2015,2,"Eixample",6,"la Sagrada Família","Home","77 anys",170
2015,2,"Eixample",7,"la Dreta de l'Eixample","Home","77 anys",98
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","77 anys",125
2015,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","77 anys",208
2015,2,"Eixample",10,"Sant Antoni","Home","77 anys",122
2015,3,"Sants-Montjuïc",11,"el Poble Sec","Home","77 anys",111
2015,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","77 anys",2
2015,3,"Sants-Montjuïc",13,"la Marina de Port","Home","77 anys",112
2015,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","77 anys",39
2015,3,"Sants-Montjuïc",15,"Hostafrancs","Home","77 anys",48
2015,3,"Sants-Montjuïc",16,"la Bordeta","Home","77 anys",68
2015,3,"Sants-Montjuïc",17,"Sants - Badal","Home","77 anys",71
2015,3,"Sants-Montjuïc",18,"Sants","Home","77 anys",126
2015,4,"Les Corts",19,"les Corts","Home","77 anys",181
2015,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","77 anys",102
2015,4,"Les Corts",21,"Pedralbes","Home","77 anys",43
2015,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","77 anys",6
2015,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","77 anys",66
2015,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","77 anys",55
2015,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","77 anys",92
2015,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","77 anys",135
2015,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","77 anys",81
2015,6,"Gràcia",28,"Vallcarca i els Penitents","Home","77 anys",47
2015,6,"Gràcia",29,"el Coll","Home","77 anys",26
2015,6,"Gràcia",30,"la Salut","Home","77 anys",50
2015,6,"Gràcia",31,"la Vila de Gràcia","Home","77 anys",139
2015,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","77 anys",127
2015,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","77 anys",101
2015,7,"Horta-Guinardó",34,"Can Baró","Home","77 anys",24
2015,7,"Horta-Guinardó",35,"el Guinardó","Home","77 anys",125
2015,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","77 anys",33
2015,7,"Horta-Guinardó",37,"el Carmel","Home","77 anys",134
2015,7,"Horta-Guinardó",38,"la Teixonera","Home","77 anys",50
2015,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","77 anys",36
2015,7,"Horta-Guinardó",40,"Montbau","Home","77 anys",37
2015,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","77 anys",25
2015,7,"Horta-Guinardó",42,"la Clota","Home","77 anys",3
2015,7,"Horta-Guinardó",43,"Horta","Home","77 anys",120
2015,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","77 anys",89
2015,8,"Nou Barris",45,"Porta","Home","77 anys",111
2015,8,"Nou Barris",46,"el Turó de la Peira","Home","77 anys",69
2015,8,"Nou Barris",47,"Can Peguera","Home","77 anys",11
2015,8,"Nou Barris",48,"la Guineueta","Home","77 anys",73
2015,8,"Nou Barris",49,"Canyelles","Home","77 anys",30
2015,8,"Nou Barris",50,"les Roquetes","Home","77 anys",46
2015,8,"Nou Barris",51,"Verdun","Home","77 anys",65
2015,8,"Nou Barris",52,"la Prosperitat","Home","77 anys",139
2015,8,"Nou Barris",53,"la Trinitat Nova","Home","77 anys",14
2015,8,"Nou Barris",54,"Torre Baró","Home","77 anys",9
2015,8,"Nou Barris",55,"Ciutat Meridiana","Home","77 anys",40
2015,8,"Nou Barris",56,"Vallbona","Home","77 anys",3
2015,9,"Sant Andreu",57,"la Trinitat Vella","Home","77 anys",23
2015,9,"Sant Andreu",58,"Baró de Viver","Home","77 anys",3
2015,9,"Sant Andreu",59,"el Bon Pastor","Home","77 anys",37
2015,9,"Sant Andreu",60,"Sant Andreu","Home","77 anys",174
2015,9,"Sant Andreu",61,"la Sagrera","Home","77 anys",107
2015,9,"Sant Andreu",62,"el Congrés i els Indians","Home","77 anys",39
2015,9,"Sant Andreu",63,"Navas","Home","77 anys",84
2015,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","77 anys",104
2015,10,"Sant Martí",65,"el Clot","Home","77 anys",66
2015,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","77 anys",41
2015,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","77 anys",14
2015,10,"Sant Martí",68,"el Poblenou","Home","77 anys",85
2015,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","77 anys",36
2015,10,"Sant Martí",70,"el Besòs i el Maresme","Home","77 anys",84
2015,10,"Sant Martí",71,"Provençals del Poblenou","Home","77 anys",63
2015,10,"Sant Martí",72,"Sant Martí de Provençals","Home","77 anys",123
2015,10,"Sant Martí",73,"la Verneda i la Pau","Home","77 anys",121
2015,1,"Ciutat Vella",1,"el Raval","Home","78 anys",110
2015,1,"Ciutat Vella",2,"el Barri Gòtic","Home","78 anys",42
2015,1,"Ciutat Vella",3,"la Barceloneta","Home","78 anys",53
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","78 anys",47
2015,2,"Eixample",5,"el Fort Pienc","Home","78 anys",99
2015,2,"Eixample",6,"la Sagrada Família","Home","78 anys",159
2015,2,"Eixample",7,"la Dreta de l'Eixample","Home","78 anys",101
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","78 anys",132
2015,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","78 anys",179
2015,2,"Eixample",10,"Sant Antoni","Home","78 anys",129
2015,3,"Sants-Montjuïc",11,"el Poble Sec","Home","78 anys",101
2015,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","78 anys",3
2015,3,"Sants-Montjuïc",13,"la Marina de Port","Home","78 anys",103
2015,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","78 anys",36
2015,3,"Sants-Montjuïc",15,"Hostafrancs","Home","78 anys",47
2015,3,"Sants-Montjuïc",16,"la Bordeta","Home","78 anys",62
2015,3,"Sants-Montjuïc",17,"Sants - Badal","Home","78 anys",75
2015,3,"Sants-Montjuïc",18,"Sants","Home","78 anys",150
2015,4,"Les Corts",19,"les Corts","Home","78 anys",188
2015,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","78 anys",78
2015,4,"Les Corts",21,"Pedralbes","Home","78 anys",53
2015,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","78 anys",15
2015,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","78 anys",82
2015,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","78 anys",47
2015,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","78 anys",92
2015,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","78 anys",167
2015,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","78 anys",89
2015,6,"Gràcia",28,"Vallcarca i els Penitents","Home","78 anys",61
2015,6,"Gràcia",29,"el Coll","Home","78 anys",23
2015,6,"Gràcia",30,"la Salut","Home","78 anys",41
2015,6,"Gràcia",31,"la Vila de Gràcia","Home","78 anys",144
2015,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","78 anys",120
2015,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","78 anys",78
2015,7,"Horta-Guinardó",34,"Can Baró","Home","78 anys",30
2015,7,"Horta-Guinardó",35,"el Guinardó","Home","78 anys",136
2015,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","78 anys",29
2015,7,"Horta-Guinardó",37,"el Carmel","Home","78 anys",127
2015,7,"Horta-Guinardó",38,"la Teixonera","Home","78 anys",36
2015,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","78 anys",38
2015,7,"Horta-Guinardó",40,"Montbau","Home","78 anys",30
2015,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","78 anys",26
2015,7,"Horta-Guinardó",42,"la Clota","Home","78 anys",3
2015,7,"Horta-Guinardó",43,"Horta","Home","78 anys",122
2015,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","78 anys",106
2015,8,"Nou Barris",45,"Porta","Home","78 anys",130
2015,8,"Nou Barris",46,"el Turó de la Peira","Home","78 anys",63
2015,8,"Nou Barris",47,"Can Peguera","Home","78 anys",8
2015,8,"Nou Barris",48,"la Guineueta","Home","78 anys",77
2015,8,"Nou Barris",49,"Canyelles","Home","78 anys",31
2015,8,"Nou Barris",50,"les Roquetes","Home","78 anys",49
2015,8,"Nou Barris",51,"Verdun","Home","78 anys",60
2015,8,"Nou Barris",52,"la Prosperitat","Home","78 anys",141
2015,8,"Nou Barris",53,"la Trinitat Nova","Home","78 anys",26
2015,8,"Nou Barris",54,"Torre Baró","Home","78 anys",9
2015,8,"Nou Barris",55,"Ciutat Meridiana","Home","78 anys",42
2015,8,"Nou Barris",56,"Vallbona","Home","78 anys",4
2015,9,"Sant Andreu",57,"la Trinitat Vella","Home","78 anys",21
2015,9,"Sant Andreu",58,"Baró de Viver","Home","78 anys",2
2015,9,"Sant Andreu",59,"el Bon Pastor","Home","78 anys",41
2015,9,"Sant Andreu",60,"Sant Andreu","Home","78 anys",207
2015,9,"Sant Andreu",61,"la Sagrera","Home","78 anys",123
2015,9,"Sant Andreu",62,"el Congrés i els Indians","Home","78 anys",43
2015,9,"Sant Andreu",63,"Navas","Home","78 anys",78
2015,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","78 anys",146
2015,10,"Sant Martí",65,"el Clot","Home","78 anys",75
2015,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","78 anys",37
2015,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","78 anys",12
2015,10,"Sant Martí",68,"el Poblenou","Home","78 anys",82
2015,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","78 anys",34
2015,10,"Sant Martí",70,"el Besòs i el Maresme","Home","78 anys",74
2015,10,"Sant Martí",71,"Provençals del Poblenou","Home","78 anys",54
2015,10,"Sant Martí",72,"Sant Martí de Provençals","Home","78 anys",134
2015,10,"Sant Martí",73,"la Verneda i la Pau","Home","78 anys",132
2015,1,"Ciutat Vella",1,"el Raval","Home","79 anys",108
2015,1,"Ciutat Vella",2,"el Barri Gòtic","Home","79 anys",30
2015,1,"Ciutat Vella",3,"la Barceloneta","Home","79 anys",35
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","79 anys",46
2015,2,"Eixample",5,"el Fort Pienc","Home","79 anys",105
2015,2,"Eixample",6,"la Sagrada Família","Home","79 anys",173
2015,2,"Eixample",7,"la Dreta de l'Eixample","Home","79 anys",128
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","79 anys",151
2015,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","79 anys",181
2015,2,"Eixample",10,"Sant Antoni","Home","79 anys",129
2015,3,"Sants-Montjuïc",11,"el Poble Sec","Home","79 anys",91
2015,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","79 anys",4
2015,3,"Sants-Montjuïc",13,"la Marina de Port","Home","79 anys",100
2015,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","79 anys",30
2015,3,"Sants-Montjuïc",15,"Hostafrancs","Home","79 anys",42
2015,3,"Sants-Montjuïc",16,"la Bordeta","Home","79 anys",77
2015,3,"Sants-Montjuïc",17,"Sants - Badal","Home","79 anys",67
2015,3,"Sants-Montjuïc",18,"Sants","Home","79 anys",134
2015,4,"Les Corts",19,"les Corts","Home","79 anys",164
2015,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","79 anys",88
2015,4,"Les Corts",21,"Pedralbes","Home","79 anys",49
2015,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","79 anys",13
2015,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","79 anys",77
2015,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","79 anys",63
2015,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","79 anys",84
2015,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","79 anys",153
2015,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","79 anys",76
2015,6,"Gràcia",28,"Vallcarca i els Penitents","Home","79 anys",47
2015,6,"Gràcia",29,"el Coll","Home","79 anys",19
2015,6,"Gràcia",30,"la Salut","Home","79 anys",37
2015,6,"Gràcia",31,"la Vila de Gràcia","Home","79 anys",136
2015,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","79 anys",114
2015,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","79 anys",87
2015,7,"Horta-Guinardó",34,"Can Baró","Home","79 anys",28
2015,7,"Horta-Guinardó",35,"el Guinardó","Home","79 anys",124
2015,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","79 anys",39
2015,7,"Horta-Guinardó",37,"el Carmel","Home","79 anys",138
2015,7,"Horta-Guinardó",38,"la Teixonera","Home","79 anys",42
2015,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","79 anys",43
2015,7,"Horta-Guinardó",40,"Montbau","Home","79 anys",30
2015,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","79 anys",23
2015,7,"Horta-Guinardó",42,"la Clota","Home","79 anys",4
2015,7,"Horta-Guinardó",43,"Horta","Home","79 anys",96
2015,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","79 anys",94
2015,8,"Nou Barris",45,"Porta","Home","79 anys",121
2015,8,"Nou Barris",46,"el Turó de la Peira","Home","79 anys",59
2015,8,"Nou Barris",47,"Can Peguera","Home","79 anys",9
2015,8,"Nou Barris",48,"la Guineueta","Home","79 anys",74
2015,8,"Nou Barris",49,"Canyelles","Home","79 anys",30
2015,8,"Nou Barris",50,"les Roquetes","Home","79 anys",47
2015,8,"Nou Barris",51,"Verdun","Home","79 anys",59
2015,8,"Nou Barris",52,"la Prosperitat","Home","79 anys",128
2015,8,"Nou Barris",53,"la Trinitat Nova","Home","79 anys",12
2015,8,"Nou Barris",54,"Torre Baró","Home","79 anys",9
2015,8,"Nou Barris",55,"Ciutat Meridiana","Home","79 anys",27
2015,8,"Nou Barris",56,"Vallbona","Home","79 anys",5
2015,9,"Sant Andreu",57,"la Trinitat Vella","Home","79 anys",27
2015,9,"Sant Andreu",58,"Baró de Viver","Home","79 anys",6
2015,9,"Sant Andreu",59,"el Bon Pastor","Home","79 anys",31
2015,9,"Sant Andreu",60,"Sant Andreu","Home","79 anys",162
2015,9,"Sant Andreu",61,"la Sagrera","Home","79 anys",107
2015,9,"Sant Andreu",62,"el Congrés i els Indians","Home","79 anys",48
2015,9,"Sant Andreu",63,"Navas","Home","79 anys",86
2015,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","79 anys",112
2015,10,"Sant Martí",65,"el Clot","Home","79 anys",88
2015,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","79 anys",29
2015,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","79 anys",17
2015,10,"Sant Martí",68,"el Poblenou","Home","79 anys",67
2015,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","79 anys",26
2015,10,"Sant Martí",70,"el Besòs i el Maresme","Home","79 anys",75
2015,10,"Sant Martí",71,"Provençals del Poblenou","Home","79 anys",49
2015,10,"Sant Martí",72,"Sant Martí de Provençals","Home","79 anys",106
2015,10,"Sant Martí",73,"la Verneda i la Pau","Home","79 anys",133
2015,1,"Ciutat Vella",1,"el Raval","Home","80 anys",84
2015,1,"Ciutat Vella",2,"el Barri Gòtic","Home","80 anys",31
2015,1,"Ciutat Vella",3,"la Barceloneta","Home","80 anys",55
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","80 anys",43
2015,2,"Eixample",5,"el Fort Pienc","Home","80 anys",102
2015,2,"Eixample",6,"la Sagrada Família","Home","80 anys",164
2015,2,"Eixample",7,"la Dreta de l'Eixample","Home","80 anys",94
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","80 anys",117
2015,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","80 anys",152
2015,2,"Eixample",10,"Sant Antoni","Home","80 anys",114
2015,3,"Sants-Montjuïc",11,"el Poble Sec","Home","80 anys",112
2015,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","80 anys",5
2015,3,"Sants-Montjuïc",13,"la Marina de Port","Home","80 anys",104
2015,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","80 anys",26
2015,3,"Sants-Montjuïc",15,"Hostafrancs","Home","80 anys",37
2015,3,"Sants-Montjuïc",16,"la Bordeta","Home","80 anys",53
2015,3,"Sants-Montjuïc",17,"Sants - Badal","Home","80 anys",80
2015,3,"Sants-Montjuïc",18,"Sants","Home","80 anys",127
2015,4,"Les Corts",19,"les Corts","Home","80 anys",186
2015,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","80 anys",92
2015,4,"Les Corts",21,"Pedralbes","Home","80 anys",45
2015,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","80 anys",10
2015,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","80 anys",89
2015,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","80 anys",58
2015,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","80 anys",96
2015,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","80 anys",158
2015,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","80 anys",74
2015,6,"Gràcia",28,"Vallcarca i els Penitents","Home","80 anys",60
2015,6,"Gràcia",29,"el Coll","Home","80 anys",20
2015,6,"Gràcia",30,"la Salut","Home","80 anys",41
2015,6,"Gràcia",31,"la Vila de Gràcia","Home","80 anys",144
2015,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","80 anys",108
2015,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","80 anys",100
2015,7,"Horta-Guinardó",34,"Can Baró","Home","80 anys",28
2015,7,"Horta-Guinardó",35,"el Guinardó","Home","80 anys",138
2015,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","80 anys",32
2015,7,"Horta-Guinardó",37,"el Carmel","Home","80 anys",117
2015,7,"Horta-Guinardó",38,"la Teixonera","Home","80 anys",36
2015,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","80 anys",53
2015,7,"Horta-Guinardó",40,"Montbau","Home","80 anys",27
2015,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","80 anys",22
2015,7,"Horta-Guinardó",42,"la Clota","Home","80 anys",1
2015,7,"Horta-Guinardó",43,"Horta","Home","80 anys",97
2015,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","80 anys",111
2015,8,"Nou Barris",45,"Porta","Home","80 anys",108
2015,8,"Nou Barris",46,"el Turó de la Peira","Home","80 anys",65
2015,8,"Nou Barris",47,"Can Peguera","Home","80 anys",6
2015,8,"Nou Barris",48,"la Guineueta","Home","80 anys",82
2015,8,"Nou Barris",49,"Canyelles","Home","80 anys",18
2015,8,"Nou Barris",50,"les Roquetes","Home","80 anys",49
2015,8,"Nou Barris",51,"Verdun","Home","80 anys",54
2015,8,"Nou Barris",52,"la Prosperitat","Home","80 anys",112
2015,8,"Nou Barris",53,"la Trinitat Nova","Home","80 anys",36
2015,8,"Nou Barris",54,"Torre Baró","Home","80 anys",7
2015,8,"Nou Barris",55,"Ciutat Meridiana","Home","80 anys",18
2015,8,"Nou Barris",56,"Vallbona","Home","80 anys",6
2015,9,"Sant Andreu",57,"la Trinitat Vella","Home","80 anys",14
2015,9,"Sant Andreu",58,"Baró de Viver","Home","80 anys",4
2015,9,"Sant Andreu",59,"el Bon Pastor","Home","80 anys",34
2015,9,"Sant Andreu",60,"Sant Andreu","Home","80 anys",152
2015,9,"Sant Andreu",61,"la Sagrera","Home","80 anys",95
2015,9,"Sant Andreu",62,"el Congrés i els Indians","Home","80 anys",40
2015,9,"Sant Andreu",63,"Navas","Home","80 anys",68
2015,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","80 anys",127
2015,10,"Sant Martí",65,"el Clot","Home","80 anys",61
2015,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","80 anys",42
2015,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","80 anys",17
2015,10,"Sant Martí",68,"el Poblenou","Home","80 anys",90
2015,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","80 anys",28
2015,10,"Sant Martí",70,"el Besòs i el Maresme","Home","80 anys",80
2015,10,"Sant Martí",71,"Provençals del Poblenou","Home","80 anys",60
2015,10,"Sant Martí",72,"Sant Martí de Provençals","Home","80 anys",99
2015,10,"Sant Martí",73,"la Verneda i la Pau","Home","80 anys",122
2015,1,"Ciutat Vella",1,"el Raval","Home","81 anys",86
2015,1,"Ciutat Vella",2,"el Barri Gòtic","Home","81 anys",38
2015,1,"Ciutat Vella",3,"la Barceloneta","Home","81 anys",51
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","81 anys",46
2015,2,"Eixample",5,"el Fort Pienc","Home","81 anys",86
2015,2,"Eixample",6,"la Sagrada Família","Home","81 anys",166
2015,2,"Eixample",7,"la Dreta de l'Eixample","Home","81 anys",101
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","81 anys",120
2015,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","81 anys",179
2015,2,"Eixample",10,"Sant Antoni","Home","81 anys",120
2015,3,"Sants-Montjuïc",11,"el Poble Sec","Home","81 anys",100
2015,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","81 anys",5
2015,3,"Sants-Montjuïc",13,"la Marina de Port","Home","81 anys",116
2015,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","81 anys",41
2015,3,"Sants-Montjuïc",15,"Hostafrancs","Home","81 anys",41
2015,3,"Sants-Montjuïc",16,"la Bordeta","Home","81 anys",53
2015,3,"Sants-Montjuïc",17,"Sants - Badal","Home","81 anys",70
2015,3,"Sants-Montjuïc",18,"Sants","Home","81 anys",126
2015,4,"Les Corts",19,"les Corts","Home","81 anys",157
2015,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","81 anys",87
2015,4,"Les Corts",21,"Pedralbes","Home","81 anys",28
2015,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","81 anys",11
2015,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","81 anys",53
2015,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","81 anys",58
2015,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","81 anys",66
2015,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","81 anys",141
2015,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","81 anys",80
2015,6,"Gràcia",28,"Vallcarca i els Penitents","Home","81 anys",58
2015,6,"Gràcia",29,"el Coll","Home","81 anys",23
