,District Name,Weekday,Month,Day,Part of the day,Mild injuries,Serious injuries,Victims,Vehicles involved
302,Sarrià-Sant Gervasi,Saturday,September,9,Afternoon,0,0,0,2
303,Horta-Guinardó,Monday,September,11,Morning,1,0,1,2
304,Sant Andreu,Friday,September,8,Afternoon,0,0,0,1
305,Sant Andreu,Friday,September,8,Afternoon,1,0,1,2
306,Sant Andreu,Friday,September,8,Night,1,0,1,2
307,Eixample,Friday,September,8,Morning,1,0,1,2
308,Eixample,Friday,September,8,Morning,1,0,1,2
309,Sants-Montjuïc,Monday,September,11,Night,2,0,2,2
310,Sarrià-Sant Gervasi,Friday,September,8,Afternoon,1,0,1,3
311,Sarrià-Sant Gervasi,Friday,September,8,Night,1,0,1,2
312,Gràcia,Friday,September,8,Morning,1,0,1,3
313,Nou Barris,Monday,September,11,Afternoon,0,0,0,3
314,Ciutat Vella,Saturday,September,9,Afternoon,1,0,1,2
315,Eixample,Monday,September,11,Afternoon,2,0,2,2
316,Les Corts,Friday,September,8,Afternoon,1,0,1,2
317,Les Corts,Saturday,September,9,Afternoon,2,0,2,1
318,Les Corts,Friday,September,8,Afternoon,1,0,1,2
319,Gràcia,Saturday,September,9,Morning,1,0,1,1
320,Sant Martí,Monday,September,11,Afternoon,1,0,1,2
321,Ciutat Vella,Sunday,September,10,Afternoon,0,0,0,2
322,Eixample,Saturday,September,9,Afternoon,1,0,1,2
323,Les Corts,Friday,September,8,Morning,1,0,1,2
324,Les Corts,Sunday,September,10,Morning,1,0,1,2
325,Sarrià-Sant Gervasi,Friday,September,8,Afternoon,1,0,1,1
326,Sant Andreu,Sunday,September,10,Morning,0,0,0,1
327,Horta-Guinardó,Sunday,December,31,Morning,0,0,0,1
328,Sant Martí,Sunday,December,31,Afternoon,1,0,1,2
329,Eixample,Sunday,December,31,Afternoon,1,0,1,2
330,Sant Martí,Sunday,December,31,Night,3,0,3,4
331,Eixample,Sunday,December,31,Afternoon,1,0,1,1
332,Eixample,Sunday,December,31,Afternoon,1,0,1,2
333,Gràcia,Sunday,December,31,Afternoon,0,0,0,1
334,Eixample,Sunday,January,1,Morning,2,0,2,2
335,Eixample,Sunday,January,1,Afternoon,1,0,1,1
336,Eixample,Sunday,January,1,Morning,2,0,2,2
337,Sarrià-Sant Gervasi,Sunday,January,1,Night,1,0,1,1
338,Sarrià-Sant Gervasi,Sunday,January,1,Night,1,0,1,2
339,Sant Martí,Sunday,January,1,Morning,0,0,0,4
340,Eixample,Sunday,January,1,Morning,1,0,1,2
341,Sants-Montjuïc,Sunday,January,1,Morning,0,0,0,1
342,Eixample,Sunday,January,1,Afternoon,1,0,1,2
343,Eixample,Sunday,January,1,Night,1,0,1,2
344,Nou Barris,Sunday,January,1,Afternoon,0,0,0,2
345,Sant Martí,Sunday,January,1,Afternoon,2,0,2,3
346,Sants-Montjuïc,Sunday,January,1,Afternoon,1,0,1,2
347,Sants-Montjuïc,Sunday,January,1,Afternoon,1,0,1,2
348,Horta-Guinardó,Sunday,January,1,Morning,0,0,0,1
349,Ciutat Vella,Sunday,January,1,Morning,1,0,1,1
350,Sant Andreu,Sunday,January,1,Morning,1,0,1,1
351,Eixample,Sunday,January,1,Afternoon,1,0,1,1
352,Sant Martí,Sunday,January,1,Afternoon,2,0,2,2
353,Sant Martí,Sunday,January,1,Afternoon,1,0,1,1
354,Sant Martí,Sunday,January,1,Morning,2,0,2,3
355,Sant Martí,Sunday,January,1,Afternoon,1,0,1,2
356,Sant Martí,Friday,January,6,Night,1,0,1,2
357,Eixample,Friday,January,6,Afternoon,2,0,2,2
358,Eixample,Saturday,January,7,Night,1,0,1,2
359,Eixample,Saturday,January,7,Afternoon,1,0,1,2
360,Eixample,Friday,January,6,Morning,1,0,1,2
361,Sants-Montjuïc,Friday,January,6,Morning,1,0,1,2
362,Sarrià-Sant Gervasi,Saturday,January,7,Morning,1,2,3,13
363,Gràcia,Friday,January,6,Morning,1,0,1,1
364,Sant Martí,Saturday,January,7,Afternoon,1,0,1,2
365,Sarrià-Sant Gervasi,Saturday,January,7,Morning,2,0,2,2
366,Gràcia,Saturday,January,7,Morning,1,0,1,2
367,Sant Martí,Saturday,January,7,Morning,1,0,1,1
368,Sant Martí,Friday,January,6,Afternoon,0,0,0,3
369,Sant Martí,Friday,January,6,Night,2,0,2,7
370,Eixample,Friday,January,6,Afternoon,1,0,1,2
371,Ciutat Vella,Friday,January,6,Night,1,0,1,2
372,Eixample,Saturday,January,7,Night,0,1,1,1
373,Eixample,Saturday,January,7,Afternoon,1,0,1,2
374,Les Corts,Saturday,January,7,Afternoon,1,0,1,2
375,Les Corts,Saturday,January,7,Night,2,1,3,1
376,Horta-Guinardó,Saturday,January,7,Night,0,0,0,1
377,Sant Andreu,Saturday,January,7,Morning,1,0,1,2
378,Sant Martí,Saturday,January,7,Afternoon,2,0,2,2
379,Ciutat Vella,Saturday,January,7,Afternoon,1,0,1,2
380,Eixample,Saturday,January,7,Morning,0,1,1,2
381,Les Corts,Saturday,January,7,Afternoon,2,0,2,2
382,Les Corts,Friday,January,6,Morning,1,0,1,2
383,Sant Andreu,Saturday,January,7,Afternoon,2,0,2,3
384,Eixample,Saturday,January,7,Morning,1,0,1,3
385,Eixample,Friday,January,6,Night,1,0,1,2
386,Nou Barris,Saturday,January,7,Night,1,0,1,2
387,Nou Barris,Saturday,January,7,Night,3,0,3,2
388,Eixample,Saturday,January,7,Afternoon,1,0,1,1
389,Les Corts,Saturday,January,7,Morning,4,0,4,2
390,Sarrià-Sant Gervasi,Saturday,January,7,Morning,1,0,1,2
391,Sant Martí,Saturday,April,29,Afternoon,1,0,1,2
392,Sant Martí,Sunday,April,30,Morning,2,0,2,3
393,Ciutat Vella,Friday,April,28,Afternoon,1,0,1,2
394,Eixample,Friday,April,28,Night,1,0,1,2
395,Eixample,Friday,April,28,Morning,1,0,1,2
396,Eixample,Sunday,April,30,Morning,1,0,1,4
397,Eixample,Saturday,April,29,Afternoon,2,0,2,2
398,Sants-Montjuïc,Friday,April,28,Afternoon,1,0,1,2
399,Sant Martí,Friday,April,28,Afternoon,0,0,0,2
400,Sant Martí,Friday,April,28,Morning,2,0,2,1
401,Sant Martí,Saturday,April,29,Afternoon,3,0,3,2
402,Eixample,Saturday,April,29,Afternoon,0,0,0,1
403,Eixample,Friday,April,28,Afternoon,1,0,1,2
404,Eixample,Friday,April,28,Morning,1,0,1,2
405,Les Corts,Saturday,April,29,Morning,1,0,1,1
406,Gràcia,Friday,April,28,Afternoon,1,0,1,2
407,Sant Andreu,Sunday,April,30,Morning,1,0,1,1
408,Sant Martí,Friday,April,28,Afternoon,1,0,1,2
409,Ciutat Vella,Saturday,April,29,Morning,1,0,1,2
410,Eixample,Friday,April,28,Morning,1,0,1,2
411,Eixample,Sunday,April,30,Morning,0,0,0,2
412,Eixample,Sunday,April,30,Morning,1,0,1,2
413,Eixample,Saturday,April,29,Morning,1,0,1,2
414,Eixample,Saturday,April,29,Morning,1,0,1,3
415,Gràcia,Saturday,April,29,Afternoon,1,0,1,2
416,Horta-Guinardó,Friday,April,28,Morning,1,0,1,2
417,Nou Barris,Sunday,April,30,Morning,1,0,1,2
418,Nou Barris,Saturday,April,29,Night,0,0,0,11
419,Sant Andreu,Sunday,April,30,Afternoon,0,0,0,1
420,Eixample,Saturday,April,29,Afternoon,2,0,2,3
421,Eixample,Sunday,April,30,Morning,1,0,1,3
422,Eixample,Saturday,April,29,Night,1,0,1,2
423,Eixample,Friday,April,28,Afternoon,1,0,1,2
424,Sants-Montjuïc,Sunday,April,30,Morning,2,0,2,1
425,Les Corts,Friday,April,28,Morning,1,0,1,2
426,Horta-Guinardó,Saturday,April,29,Night,0,0,0,1
427,Sant Andreu,Friday,April,28,Morning,1,0,1,2
428,Sant Andreu,Saturday,April,29,Afternoon,2,0,2,2
429,Sant Andreu,Friday,April,28,Morning,1,0,1,2
430,Sant Martí,Friday,April,28,Afternoon,0,0,0,1
431,Sant Martí,Sunday,April,30,Morning,0,0,0,2
432,Eixample,Friday,April,28,Morning,1,0,1,2
433,Sarrià-Sant Gervasi,Friday,April,28,Afternoon,1,0,1,1
434,Gràcia,Saturday,April,29,Afternoon,1,0,1,1
435,Horta-Guinardó,Sunday,April,30,Afternoon,1,0,1,2
436,Nou Barris,Friday,April,28,Morning,4,0,4,2
437,Sant Andreu,Sunday,April,30,Afternoon,1,0,1,2
438,Sant Andreu,Sunday,April,30,Morning,0,0,0,4
439,Eixample,Saturday,April,29,Afternoon,3,0,3,3
440,Eixample,Friday,April,28,Afternoon,1,0,1,2
441,Sants-Montjuïc,Friday,April,28,Morning,0,0,0,2
442,Sants-Montjuïc,Sunday,April,30,Morning,0,0,0,1
443,Sarrià-Sant Gervasi,Friday,April,28,Night,1,0,1,2
444,Horta-Guinardó,Sunday,April,30,Afternoon,1,0,1,2
445,Nou Barris,Friday,April,28,Afternoon,0,0,0,2
446,Nou Barris,Friday,April,28,Afternoon,1,0,1,2
447,Ciutat Vella,Saturday,April,29,Morning,1,0,1,1
448,Eixample,Saturday,April,29,Morning,1,0,1,1
449,Sants-Montjuïc,Sunday,April,30,Morning,1,0,1,2
450,Sarrià-Sant Gervasi,Sunday,April,30,Night,1,0,1,2
451,Sant Andreu,Saturday,April,29,Morning,1,0,1,2
452,Sant Martí,Sunday,April,30,Night,1,0,1,2
453,Ciutat Vella,Saturday,April,29,Night,1,0,1,1
454,Ciutat Vella,Friday,April,28,Afternoon,1,0,1,2
455,Ciutat Vella,Friday,April,28,Afternoon,1,0,1,2
456,Eixample,Friday,April,28,Afternoon,2,0,2,1
457,Eixample,Saturday,April,29,Night,1,1,2,3
458,Les Corts,Sunday,April,30,Morning,1,0,1,2
459,Sarrià-Sant Gervasi,Saturday,April,29,Afternoon,1,0,1,2
460,Horta-Guinardó,Sunday,April,30,Afternoon,1,0,1,2
461,Sant Martí,Monday,May,1,Night,0,0,0,3
462,Eixample,Monday,May,1,Morning,1,0,1,2
463,Eixample,Monday,May,1,Night,1,0,1,2
464,Sants-Montjuïc,Monday,May,1,Night,1,0,1,1
465,Eixample,Monday,May,1,Afternoon,1,0,1,2
466,Sants-Montjuïc,Monday,May,1,Night,0,0,0,3
467,Nou Barris,Monday,May,1,Night,2,0,2,2
468,Sant Martí,Monday,May,1,Night,0,0,0,2
469,Nou Barris,Monday,May,1,Night,3,0,3,2
470,Ciutat Vella,Monday,May,1,Morning,1,0,1,2
471,Eixample,Monday,May,1,Afternoon,2,0,2,2
472,Eixample,Monday,May,1,Night,2,0,2,3
473,Gràcia,Monday,May,1,Afternoon,1,0,1,2
474,Sant Martí,Friday,June,2,Morning,1,0,1,1
475,Ciutat Vella,Friday,June,2,Afternoon,1,0,1,2
476,Eixample,Sunday,June,4,Afternoon,1,0,1,2
477,Eixample,Friday,June,2,Afternoon,0,0,0,2
478,Eixample,Friday,June,2,Afternoon,1,0,1,2
479,Sants-Montjuïc,Sunday,June,4,Afternoon,1,0,1,2
480,Sarrià-Sant Gervasi,Sunday,June,4,Morning,0,0,0,1
481,Sarrià-Sant Gervasi,Monday,June,5,Night,1,0,1,2
482,Sarrià-Sant Gervasi,Saturday,June,3,Night,0,0,0,5
483,Nou Barris,Sunday,June,4,Afternoon,4,0,4,2
484,Nou Barris,Friday,June,2,Afternoon,1,0,1,2
485,Nou Barris,Friday,June,2,Afternoon,1,0,1,2
486,Sant Andreu,Friday,June,2,Morning,1,0,1,3
487,Sant Martí,Sunday,June,4,Afternoon,0,0,0,2
488,Ciutat Vella,Saturday,June,3,Morning,0,0,0,2
489,Ciutat Vella,Monday,June,5,Morning,0,0,0,1
490,Eixample,Saturday,June,3,Afternoon,3,0,3,2
491,Eixample,Saturday,June,3,Afternoon,1,0,1,2
492,Sants-Montjuïc,Sunday,June,4,Night,1,0,1,3
493,Sants-Montjuïc,Friday,June,2,Afternoon,0,0,0,2
494,Horta-Guinardó,Saturday,June,3,Afternoon,0,0,0,2
495,Nou Barris,Monday,June,5,Afternoon,0,0,0,1
496,Sant Martí,Friday,June,2,Morning,1,0,1,2
497,Sant Martí,Friday,June,2,Afternoon,1,0,1,2
498,Ciutat Vella,Friday,June,2,Afternoon,2,0,2,3
499,Eixample,Monday,June,5,Afternoon,1,0,1,2
500,Eixample,Friday,June,2,Morning,1,0,1,2
501,Eixample,Monday,June,5,Morning,2,0,2,2
502,Eixample,Sunday,June,4,Morning,2,0,2,2
503,Sants-Montjuïc,Monday,June,5,Night,1,0,1,2
504,Gràcia,Friday,June,2,Afternoon,2,0,2,2
505,Horta-Guinardó,Friday,June,2,Night,1,0,1,2
506,Horta-Guinardó,Sunday,June,4,Morning,2,0,2,2
507,Nou Barris,Friday,June,2,Morning,1,0,1,1
508,Sant Andreu,Monday,June,5,Morning,0,0,0,1
509,Sant Martí,Friday,June,2,Morning,1,0,1,2
510,Ciutat Vella,Saturday,June,3,Afternoon,1,0,1,2
511,Eixample,Friday,June,2,Morning,1,0,1,2
512,Eixample,Sunday,June,4,Morning,0,1,1,3
513,Sants-Montjuïc,Friday,June,2,Afternoon,1,0,1,2
514,Sants-Montjuïc,Friday,June,2,Night,1,0,1,1
515,Les Corts,Monday,June,5,Afternoon,4,0,4,2
516,Horta-Guinardó,Sunday,June,4,Afternoon,0,0,0,2
517,Nou Barris,Friday,June,2,Afternoon,1,0,1,2
518,Nou Barris,Friday,June,2,Night,1,0,1,2
519,Nou Barris,Monday,June,5,Afternoon,1,0,1,1
520,Nou Barris,Monday,June,5,Afternoon,0,1,1,1
521,Unknown,Friday,June,2,Morning,1,0,1,1
522,Ciutat Vella,Sunday,June,4,Morning,0,0,0,2
523,Eixample,Sunday,June,4,Night,1,0,1,3
524,Eixample,Friday,June,2,Afternoon,1,0,1,4
525,Eixample,Friday,June,2,Afternoon,0,0,0,2
526,Eixample,Saturday,June,3,Morning,0,0,0,2
527,Sants-Montjuïc,Saturday,June,3,Morning,1,0,1,2
528,Sants-Montjuïc,Monday,June,5,Afternoon,1,0,1,2
529,Gràcia,Friday,June,2,Morning,1,0,1,2
530,Sant Andreu,Monday,June,5,Night,1,0,1,2
531,Sant Andreu,Monday,June,5,Night,1,0,1,2
532,Sant Andreu,Friday,June,2,Afternoon,1,0,1,2
533,Sant Martí,Monday,June,5,Afternoon,1,0,1,2
534,Sant Martí,Friday,June,2,Afternoon,1,0,1,2
535,Sants-Montjuïc,Monday,June,5,Afternoon,0,0,0,2
536,Les Corts,Friday,June,2,Afternoon,1,0,1,2
